Element, Terminal,  I1, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1, Iresidual, %NEMA
"Vsource.SOURCE",   1,    16958.3,        0,        0,     1071.3,    6.317,    136.958,   0.8076,    410.875,    5.314
"Vsource.SOURCE",   2,    16958.3,        0,        0,     1071.3,    6.317,    136.958,   0.8076,    410.875,    5.314
"Transformer.REG1A",   1,    16958.3,     2220,     1628,     1071.3,    6.317,    136.958,   0.8076, 1.62981E-009,    5.314
"Transformer.REG1A",   2,    15416.6,        0,        0,    973.907,    6.317,    124.508,   0.8076, 1.62981E-009,    5.314
"Line.L115",   1,    15416.6,     2569,     2569,    973.907,    6.317,    124.508,   0.8076,    373.523,    5.314
"Line.L115",   2,    15416.6,        0,        0,    973.907,    6.317,    124.508,   0.8076,    373.523,    5.314
"Line.L1",   1,          0,        0,        0,          0,        0,          0,        0,    3.11575,        0
"Line.L1",   2,          0,        0,        0,          0,        0,          0,        0,    3.11575,        0
"Line.L2",   1,          0,        0,        0,          0,        0,          0,        0,    15.5252,        0
"Line.L2",   2,          0,        0,        0,          0,        0,          0,        0,    15.5252,        0
"Line.L3",   1,      15410,     2568,     2568,    973.754,    6.319,    124.153,   0.8057,    372.458,    5.327
"Line.L3",   2,      15410,        0,        0,    973.754,    6.319,    124.153,   0.8057,    372.458,    5.327
"Line.L4",   1,          0,        0,        0,          0,        0,          0,        0,    6.27691,        0
"Line.L4",   2,          0,        0,        0,          0,        0,          0,        0,    6.27691,        0
"Line.L5",   1,          0,        0,        0,          0,        0,          0,        0,    9.24897,        0
"Line.L5",   2,          0,        0,        0,          0,        0,          0,        0,    9.24897,        0
"Line.L6",   1,          0,        0,        0,          0,        0,          0,        0,     6.1442,        0
"Line.L6",   2,          0,        0,        0,          0,        0,          0,        0,     6.1442,        0
"Line.L7",   1,    15409.2,     2568,     2568,    972.815,    6.313,    125.144,   0.8121,    375.433,    5.317
"Line.L7",   2,    15409.2,        0,        0,    972.816,    6.313,    125.144,   0.8121,    375.433,    5.317
"Line.L8",   1,          0,        0,        0,          0,        0,          0,        0,    2.95615,        0
"Line.L8",   2,          0,        0,        0,          0,        0,          0,        0,    2.95615,        0
"Line.L9",   1,          0,        0,        0,          0,        0,          0,        0,       14.9,        0
"Line.L9",   2,          0,        0,        0,          0,        0,          0,        0,       14.9,        0
"Line.L10",   1,    15404.6,     2567,     2567,    968.929,     6.29,    129.455,   0.8404,    388.364,    5.274
"Line.L10",   2,    15404.6,        0,        0,    968.929,     6.29,    129.455,   0.8404,    388.364,    5.274
"Line.L11",   1,          0,        0,        0,          0,        0,          0,        0,    8.51723,        0
"Line.L11",   2,          0,        0,        0,          0,        0,          0,        0,    8.51723,        0
"Line.L12",   1,          0,        0,        0,          0,        0,          0,        0,    12.5498,        0
"Line.L12",   2,          0,        0,        0,          0,        0,          0,        0,    12.5498,        0
"Line.L13",   1,    15408.6,     5136,     2568,    964.756,    6.261,    132.636,   0.8608,    397.908,    5.265
"Line.L13",   2,    15408.6,        0,        0,    964.756,    6.261,    132.636,   0.8608,    397.908,    5.265
"Line.L14",   1,          0,        0,        0,          0,        0,          0,        0,    5.58706,        0
"Line.L14",   2,          0,        0,        0,          0,        0,          0,        0,    5.58706,        0
"Line.L15",   1,          0,        0,        0,          0,        0,          0,        0,    2.93122,        0
"Line.L15",   2,          0,        0,        0,          0,        0,          0,        0,    2.93122,        0
"Line.L16",   1,          0,        0,        0,          0,        0,          0,        0,    5.17322,        0
"Line.L16",   2,          0,        0,        0,          0,        0,          0,        0,    5.17322,        0
"Line.L17",   1,          0,        0,        0,          0,        0,          0,        0,    2.58645,        0
"Line.L17",   2,          0,        0,        0,          0,        0,          0,        0,    2.58645,        0
"Line.L18",   1,          0,        0,        0,          0,        0,          0,        0,    6.25517,        0
"Line.L18",   2,          0,        0,        0,          0,        0,          0,        0,    6.25517,        0
"Line.L19",   1,    15388.4,     5129,     2565,    963.183,    6.259,      134.9,   0.8766,    404.699,    5.253
"Line.L19",   2,    15388.4,        0,        0,    963.183,    6.259,      134.9,   0.8766,    404.699,    5.253
"Line.L20",   1,          0,        0,        0,          0,        0,          0,        0,    3.12625,        0
"Line.L20",   2,          0,        0,        0,          0,        0,          0,        0,    3.12625,        0
"Line.L21",   1,          0,        0,        0,          0,        0,          0,        0,    2.86383,        0
"Line.L21",   2,          0,        0,        0,          0,        0,          0,        0,    2.86383,        0
"Line.L22",   1,    15387.7,     5129,     2565,     963.91,    6.264,    134.292,   0.8727,    402.877,    5.258
"Line.L22",   2,    15387.7,        0,        0,     963.91,    6.264,    134.292,   0.8727,    402.877,    5.258
"Line.L23",   1,          0,        0,        0,          0,        0,          0,        0,    2.34943,        0
"Line.L23",   2,          0,        0,        0,          0,        0,          0,        0,    2.34943,        0
"Line.L24",   1,      15387,     5129,     2565,    964.099,    6.266,    134.065,   0.8713,    402.195,    5.262
"Line.L24",   2,      15387,        0,        0,    964.099,    6.266,    134.065,   0.8713,    402.195,    5.262
"Line.L25",   1,          0,        0,        0,          0,        0,          0,        0,    2.17876,        0
"Line.L25",   2,          0,        0,        0,          0,        0,          0,        0,    2.17876,        0
"Line.L26",   1,    15385.9,     5129,     2564,    963.628,    6.263,    134.551,   0.8745,    403.652,     5.26
"Line.L26",   2,    15385.9,        0,        0,    963.628,    6.263,    134.551,   0.8745,    403.652,     5.26
"Line.L27",   1,          0,        0,        0,          0,        0,          0,        0,    1.92399,        0
"Line.L27",   2,          0,        0,        0,          0,        0,          0,        0,    1.92399,        0
"Line.L28",   1,          0,        0,        0,          0,        0,          0,        0,    2.04809,        0
"Line.L28",   2,          0,        0,        0,          0,        0,          0,        0,    2.04809,        0
"Line.L29",   1,          0,        0,        0,          0,        0,          0,        0,    1.92452,        0
"Line.L29",   2,          0,        0,        0,          0,        0,          0,        0,    1.92452,        0
"Line.L30",   1,    15385.5,     5129,     2564,    963.192,     6.26,    135.019,   0.8776,    405.058,    5.255
"Line.L30",   2,    15385.5,        0,        0,    963.192,     6.26,    135.019,   0.8776,    405.058,    5.255
"Line.L31",   1,    15385.3,     5128,     2564,    962.909,    6.259,    135.323,   0.8796,    405.968,    5.252
"Line.L31",   2,    15385.3,        0,        0,    962.909,    6.259,    135.323,   0.8796,    405.968,    5.252
"Line.L32",   1,    15385.2,     5128,     2564,    962.938,    6.259,     135.29,   0.8794,    405.869,    5.253
"Line.L32",   2,    15385.2,        0,        0,    962.938,    6.259,     135.29,   0.8794,    405.869,    5.253
"Line.L33",   1,          0,        0,        0,          0,        0,          0,        0,    1.02399,        0
"Line.L33",   2,          0,        0,        0,          0,        0,          0,        0,    1.02399,        0
"Line.L34",   1,          0,        0,        0,          0,        0,          0,        0,    7.75945,        0
"Line.L34",   2,          0,        0,        0,          0,        0,          0,        0,    7.75945,        0
"Line.L35",   1,          0,        0,        0,          0,        0,          0,        0,    3.16104,        0
"Line.L35",   2,          0,        0,        0,          0,        0,          0,        0,    3.16104,        0
"Line.L36",   1,    18.5838,    6.195,    3.097,    1.24881,     6.72,   0.125041,   0.6728,   0.375122,    7.081
"Line.L36",   2,    18.5845,        0,        0,    1.24891,     6.72,      0.125,   0.6726,   0.375122,    7.081
"Line.L37",   1,          0,        0,        0,          0,        0,          0,        0,    3.12341,        0
"Line.L37",   2,          0,        0,        0,          0,        0,          0,        0,    3.12341,        0
"Line.L38",   1,          0,        0,        0,          0,        0,          0,        0,    3.45972,        0
"Line.L38",   2,          0,        0,        0,          0,        0,          0,        0,    3.45972,        0
"Line.L39",   1,          0,        0,        0,          0,        0,          0,        0,    1.73863,        0
"Line.L39",   2,          0,        0,        0,          0,        0,          0,        0,    1.73863,        0
"Line.L40",   1,          0,        0,        0,          0,        0,          0,        0,    1.68707,        0
"Line.L40",   2,          0,        0,        0,          0,        0,          0,        0,    1.68707,        0
"Line.L41",   1,    18.0229,    6.008,    3.004,    1.70722,    9.473,   0.619936,     3.44,    1.85981,    11.37
"Line.L41",   2,    18.0235,        0,        0,    1.70735,    9.473,    0.61992,    3.439,    1.85981,    11.37
"Line.L42",   1,          0,        0,        0,          0,        0,          0,        0,    3.40752,        0
"Line.L42",   2,          0,        0,        0,          0,        0,          0,        0,    3.40752,        0
"Line.L43",   1,    16.3825,    5.461,     2.73,   0.713639,    4.356,   0.419692,    2.562,    1.25907,    2.496
