Element, Terminal,  I1, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1, Iresidual, %NEMA
"Vsource.SOURCE",   1,    2252.33,        0,        0,    2195.67,    97.48,    2169.09,     96.3,    6507.28,    190.6
"Vsource.SOURCE",   2,    2252.33,        0,        0,    2195.67,    97.48,    2169.09,     96.3,    6507.28,    190.6
"Transformer.REG1A",   1,    2252.33,    294.8,    216.2,    2195.67,    97.48,    2169.09,     96.3, 8.08647E-009,    190.6
"Transformer.REG1A",   2,    2047.57,        0,        0,    1996.06,    97.48,     1971.9,     96.3, 8.08647E-009,    190.6
"Line.L115",   1,    2047.57,    341.3,    341.3,    1996.06,    97.48,     1971.9,     96.3,     5915.7,    190.6
"Line.L115",   2,    2047.58,        0,        0,    1996.06,    97.48,     1971.9,     96.3,     5915.7,    190.6
"Line.L1",   1,          0,        0,        0,          0,        0,          0,        0,    3.15961,        0
"Line.L1",   2,          0,        0,        0,          0,        0,          0,        0,    3.15961,        0
"Line.L2",   1,          0,        0,        0,          0,        0,          0,        0,    16.4119,        0
"Line.L2",   2,          0,        0,        0,          0,        0,          0,        0,    16.4119,        0
"Line.L3",   1,    2040.68,    340.1,    340.1,    1994.85,    97.75,    1975.12,    96.79,    5925.36,    190.7
"Line.L3",   2,    2040.69,        0,        0,    1994.85,    97.75,    1975.12,    96.79,    5925.36,    190.7
"Line.L4",   1,          0,        0,        0,          0,        0,          0,        0,    6.24731,        0
"Line.L4",   2,          0,        0,        0,          0,        0,          0,        0,    6.24731,        0
"Line.L5",   1,          0,        0,        0,          0,        0,          0,        0,    10.1653,        0
"Line.L5",   2,          0,        0,        0,          0,        0,          0,        0,    10.1653,        0
"Line.L6",   1,          0,        0,        0,          0,        0,          0,        0,    6.88647,        0
"Line.L6",   2,          0,        0,        0,          0,        0,          0,        0,    6.88647,        0
"Line.L7",   1,    2039.81,      340,      340,    1993.96,    97.75,    1974.22,    96.78,    5922.67,    190.7
"Line.L7",   2,    2039.81,        0,        0,    1993.96,    97.75,    1974.22,    96.78,    5922.67,    190.7
"Line.L8",   1,          0,        0,        0,          0,        0,          0,        0,     3.2386,        0
"Line.L8",   2,          0,        0,        0,          0,        0,          0,        0,     3.2386,        0
"Line.L9",   1,          0,        0,        0,          0,        0,          0,        0,    16.5711,        0
"Line.L9",   2,          0,        0,        0,          0,        0,          0,        0,    16.5711,        0
"Line.L10",   1,    2034.37,    339.1,    339.1,    1990.23,    97.83,    1969.54,    96.81,    5908.63,    190.7
"Line.L10",   2,    2034.37,        0,        0,    1990.23,    97.83,    1969.54,    96.81,    5908.63,    190.7
"Line.L11",   1,          0,        0,        0,          0,        0,          0,        0,    9.38304,        0
"Line.L11",   2,          0,        0,        0,          0,        0,          0,        0,    9.38304,        0
"Line.L12",   1,          0,        0,        0,          0,        0,          0,        0,    16.5585,        0
"Line.L12",   2,          0,        0,        0,          0,        0,          0,        0,    16.5585,        0
"Line.L13",   1,    60.5693,    20.19,    10.09,    8.53414,    14.09,    2.62764,    4.338,    7.88291,    17.71
"Line.L13",   2,    60.5734,        0,        0,    8.53376,    14.09,     2.6271,    4.337,    7.88291,     17.7
"Line.L14",   1,          0,        0,        0,          0,        0,          0,        0,    6.27927,        0
"Line.L14",   2,          0,        0,        0,          0,        0,          0,        0,    6.27927,        0
"Line.L15",   1,          0,        0,        0,          0,        0,          0,        0,    3.10495,        0
"Line.L15",   2,          0,        0,        0,          0,        0,          0,        0,    3.10495,        0
"Line.L16",   1,          0,        0,        0,          0,        0,          0,        0,    6.36208,        0
"Line.L16",   2,          0,        0,        0,          0,        0,          0,        0,    6.36208,        0
"Line.L17",   1,          0,        0,        0,          0,        0,          0,        0,     3.1807,        0
