Element, Terminal,  I1, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1, Iresidual, %NEMA
"Vsource.SOURCE",   1,    19720.9,        0,        0,    1156.39,    5.864,    151.308,   0.7672,    453.925,    4.981
"Vsource.SOURCE",   2,    19720.9,        0,        0,    1156.39,    5.864,    151.308,   0.7672,    453.925,    4.981
"Transformer.REG1A",   1,    19720.9,     2581,     1893,    1156.39,    5.864,    151.308,   0.7672, 2.44472E-009,    4.981
"Transformer.REG1A",   2,    17928.1,        0,        0,    1051.26,    5.864,    137.553,   0.7672, 2.44472E-009,    4.981
"Line.L115",   1,    17928.1,     2988,     2988,    1051.26,    5.864,    137.553,   0.7672,     412.66,    4.981
"Line.L115",   2,    17928.1,        0,        0,    1051.26,    5.864,    137.553,   0.7672,     412.66,    4.981
"Line.L1",   1,          0,        0,        0,          0,        0,          0,        0,    3.17226,        0
"Line.L1",   2,          0,        0,        0,          0,        0,          0,        0,    3.17226,        0
"Line.L2",   1,          0,        0,        0,          0,        0,          0,        0,    15.5298,        0
"Line.L2",   2,          0,        0,        0,          0,        0,          0,        0,    15.5298,        0
"Line.L3",   1,    17921.4,     2987,     2987,    1051.56,    5.868,    136.841,   0.7636,    410.524,    5.017
"Line.L3",   2,    17921.4,        0,        0,    1051.56,    5.868,    136.841,   0.7636,    410.524,    5.017
"Line.L4",   1,          0,        0,        0,          0,        0,          0,        0,     6.3939,        0
"Line.L4",   2,          0,        0,        0,          0,        0,          0,        0,     6.3939,        0
"Line.L5",   1,          0,        0,        0,          0,        0,          0,        0,    9.13658,        0
"Line.L5",   2,          0,        0,        0,          0,        0,          0,        0,    9.13658,        0
"Line.L6",   1,          0,        0,        0,          0,        0,          0,        0,     6.0318,        0
"Line.L6",   2,          0,        0,        0,          0,        0,          0,        0,     6.0318,        0
"Line.L7",   1,    17920.7,     2987,     2987,    1050.63,    5.863,    137.799,   0.7689,    413.398,    5.013
"Line.L7",   2,    17920.7,        0,        0,    1050.63,    5.863,    137.799,   0.7689,    413.398,    5.013
"Line.L8",   1,          0,        0,        0,          0,        0,          0,        0,    2.80431,        0
"Line.L8",   2,          0,        0,        0,          0,        0,          0,        0,    2.80431,        0
"Line.L9",   1,          0,        0,        0,          0,        0,          0,        0,    14.0637,        0
"Line.L9",   2,          0,        0,        0,          0,        0,          0,        0,    14.0637,        0
"Line.L10",   1,    17916.4,     2986,     2986,     1046.7,    5.842,     141.98,   0.7925,    425.939,     4.99
"Line.L10",   2,    17916.4,        0,        0,     1046.7,    5.842,     141.98,   0.7925,    425.939,     4.99
"Line.L11",   1,          0,        0,        0,          0,        0,          0,        0,     8.0572,        0
"Line.L11",   2,          0,        0,        0,          0,        0,          0,        0,     8.0572,        0
"Line.L12",   1,          0,        0,        0,          0,        0,          0,        0,    11.5987,        0
"Line.L12",   2,          0,        0,        0,          0,        0,          0,        0,    11.5987,        0
"Line.L13",   1,    17927.5,     5976,     2988,    1043.62,    5.821,    144.403,   0.8055,    433.208,    4.952
"Line.L13",   2,    17927.5,        0,        0,    1043.62,    5.821,    144.403,   0.8055,    433.208,    4.952
"Line.L14",   1,          0,        0,        0,          0,        0,          0,        0,    5.29129,        0
"Line.L14",   2,          0,        0,        0,          0,        0,          0,        0,    5.29129,        0
"Line.L15",   1,          0,        0,        0,          0,        0,          0,        0,    2.76691,        0
"Line.L15",   2,          0,        0,        0,          0,        0,          0,        0,    2.76691,        0
"Line.L16",   1,          0,        0,        0,          0,        0,          0,        0,    4.76227,        0
"Line.L16",   2,          0,        0,        0,          0,        0,          0,        0,    4.76227,        0
"Line.L17",   1,          0,        0,        0,          0,        0,          0,        0,    2.38098,        0
"Line.L17",   2,          0,        0,        0,          0,        0,          0,        0,    2.38098,        0
"Line.L18",   1,          0,        0,        0,          0,        0,          0,        0,    5.10541,        0
"Line.L18",   2,          0,        0,        0,          0,        0,          0,        0,    5.10541,        0
"Line.L19",   1,    17911.1,     5970,     2985,       1042,    5.818,    146.385,   0.8173,    439.156,    4.938
"Line.L19",   2,    17911.1,        0,        0,       1042,    5.818,    146.385,   0.8173,    439.156,    4.938
"Line.L20",   1,          0,        0,        0,          0,        0,          0,        0,    2.55254,        0
"Line.L20",   2,          0,        0,        0,          0,        0,          0,        0,    2.55254,        0
"Line.L21",   1,          0,        0,        0,          0,        0,          0,        0,    2.18375,        0
"Line.L21",   2,          0,        0,        0,          0,        0,          0,        0,    2.18375,        0
"Line.L22",   1,    17910.5,     5970,     2985,    1042.49,    5.821,     145.98,   0.8151,    437.939,    4.935
"Line.L22",   2,    17910.5,        0,        0,    1042.49,    5.821,     145.98,   0.8151,    437.939,    4.935
"Line.L23",   1,          0,        0,        0,          0,        0,          0,        0,    1.60561,        0
"Line.L23",   2,          0,        0,        0,          0,        0,          0,        0,    1.60561,        0
"Line.L24",   1,      17910,     5970,     2985,    1042.69,    5.822,     145.78,    0.814,    437.339,    4.941
"Line.L24",   2,      17910,        0,        0,    1042.69,    5.822,     145.78,    0.814,    437.339,    4.941
"Line.L25",   1,          0,        0,        0,          0,        0,          0,        0,    1.22472,        0
"Line.L25",   2,          0,        0,        0,          0,        0,          0,        0,    1.22472,        0
"Line.L26",   1,    17909.4,     5970,     2985,    1042.47,    5.821,    146.013,   0.8153,    438.039,    4.943
"Line.L26",   2,    17909.4,        0,        0,    1042.47,    5.821,    146.013,   0.8153,    438.039,    4.943
"Line.L27",   1,          0,        0,        0,          0,        0,          0,        0,    1.05962,        0
"Line.L27",   2,          0,        0,        0,          0,        0,          0,        0,    1.05962,        0
"Line.L28",   1,          0,        0,        0,          0,        0,          0,        0,    1.13976,        0
"Line.L28",   2,          0,        0,        0,          0,        0,          0,        0,    1.13976,        0
"Line.L29",   1,          0,        0,        0,          0,        0,          0,        0,    1.05992,        0
"Line.L29",   2,          0,        0,        0,          0,        0,          0,        0,    1.05992,        0
"Line.L30",   1,    17909.3,     5970,     2985,    1042.29,     5.82,    146.206,   0.8164,    438.617,    4.942
"Line.L30",   2,    17909.3,        0,        0,    1042.29,     5.82,    146.206,   0.8164,    438.617,    4.942
"Line.L31",   1,    24.7993,    8.266,    4.133,    3.84722,    15.51,   0.380726,    1.535,    1.14218,    13.91
"Line.L31",   2,    24.7993,        0,        0,    3.84722,    15.51,   0.380726,    1.535,    1.14218,    13.91
"Line.L32",   1,    24.7992,    8.266,    4.133,     3.8472,    15.51,   0.380698,    1.535,    1.14209,    13.91
"Line.L32",   2,    24.7992,        0,        0,     3.8472,    15.51,   0.380698,    1.535,    1.14209,    13.91
"Line.L33",   1,          0,        0,        0,          0,        0,          0,        0,   0.569846,        0
"Line.L33",   2,          0,        0,        0,          0,        0,          0,        0,   0.569846,        0
"Line.L34",   1,          0,        0,        0,          0,        0,          0,        0,    7.14305,        0
"Line.L34",   2,          0,        0,        0,          0,        0,          0,        0,    7.14305,        0
"Line.L35",   1,          0,        0,        0,          0,        0,          0,        0,    2.55813,        0
"Line.L35",   2,          0,        0,        0,          0,        0,          0,        0,    2.55813,        0
"Line.L36",   1,    15.2127,    5.071,    2.535,    1.12414,    7.389,  0.0470685,   0.3094,   0.141206,    7.373
"Line.L36",   2,    15.2133,        0,        0,    1.12423,     7.39,   0.047033,   0.3092,   0.141206,    7.373
"Line.L37",   1,          0,        0,        0,          0,        0,          0,        0,    2.55195,        0
"Line.L37",   2,          0,        0,        0,          0,        0,          0,        0,    2.55195,        0
"Line.L38",   1,          0,        0,        0,          0,        0,          0,        0,    2.82196,        0
"Line.L38",   2,          0,        0,        0,          0,        0,          0,        0,    2.82196,        0
"Line.L39",   1,          0,        0,        0,          0,        0,          0,        0,     1.4109,        0
"Line.L39",   2,          0,        0,        0,          0,        0,          0,        0,     1.4109,        0
"Line.L40",   1,          0,        0,        0,          0,        0,          0,        0,    1.37208,        0
"Line.L40",   2,          0,        0,        0,          0,        0,          0,        0,    1.37208,        0
"Line.L41",   1,    14.7563,    4.919,    2.459,    1.48267,    10.05,    0.46379,    3.143,    1.39137,    11.33
"Line.L41",   2,    14.7569,        0,        0,    1.48278,    10.05,   0.463778,    3.143,    1.39137,    11.33
"Line.L42",   1,          0,        0,        0,          0,        0,          0,        0,    2.82135,        0
"Line.L42",   2,          0,        0,        0,          0,        0,          0,        0,    2.82135,        0
"Line.L43",   1,     13.405,    4.468,    2.234,   0.648611,    4.839,   0.408527,    3.048,    1.22558,    2.389
"Line.L43",   2,    13.4055,        0,        0,   0.648712,    4.839,   0.408553,    3.048,    1.22558,     2.39
"Line.L44",   1,          0,        0,        0,          0,        0,          0,        0,    2.55086,        0
"Line.L44",   2,          0,        0,        0,          0,        0,          0,        0,    2.55086,        0
"Line.L45",   1,    12.5712,     4.19,    2.095,   0.963655,    7.666,   0.711904,    5.663,    2.13571,    11.97
"Line.L45",   2,    12.5718,        0,        0,   0.963622,    7.665,   0.711888,    5.663,    2.13571,    11.97
"Line.L46",   1,          0,        0,        0,          0,        0,          0,        0,    1.27535,        0
"Line.L46",   2,          0,        0,        0,          0,        0,          0,        0,    1.27535,        0
"Line.L47",   1,     5.1974,    1.732,   0.8662,   0.333414,    6.415,   0.120565,     2.32,   0.361694,    5.705
"Line.L47",   2,    5.19771,        0,        0,   0.333587,    6.418,   0.120512,    2.319,   0.361694,    5.708
"Line.L48",   1,    4.78024,    1.593,   0.7967,   0.478384,    10.01,    0.62726,    13.12,    1.88178,    22.29
"Line.L48",   2,    4.78072,        0,        0,   0.478666,    10.01,   0.627281,    13.12,    1.88178,     22.3
"Line.L49",   1,    1.33567,   0.4452,   0.2226,   0.737469,    55.21,   0.849469,     63.6,    2.54841,    104.6
"Line.L49",   2,    1.33608,        0,        0,   0.737302,    55.18,   0.849372,    63.57,    2.54841,    104.6
"Line.L50",   1,   0.424194,   0.1414,   0.0707,   0.425818,    100.4,   0.425345,    100.3,    1.27604,    198.5
"Line.L50",   2,    0.42453,        0,        0,   0.425614,    100.3,   0.425299,    100.2,    1.27604,      199
"Line.L51",   1, 0.00182693, 0.000609, 0.0003045, 0.000581084,    31.81, 0.000207609,    11.36, 0.000622827,    22.38
"Line.L51",   2, 4.51046E-008,        0,        0, 2.32613E-008,    51.57, 2.43543E-008,       54, 0.000622827,    105.1
"Line.L52",   1,    190.877,    47.72,    31.81,    4.70514,    2.465,     2.5166,    1.318,    7.54981,    3.564
"Line.L52",   2,    190.877,        0,        0,    4.70536,    2.465,    2.51665,    1.318,    7.54981,    3.564
"Line.L53",   1,     191.93,    47.98,    31.99,    3.56206,    1.856,    1.16269,   0.6058,    3.48807,    2.454
"Line.L53",   2,     191.93,        0,        0,    3.56219,    1.856,    1.16272,   0.6058,    3.48807,    2.455
"Line.L54",   1,    1.50944,   0.5031,   0.2516,   0.801852,    53.12,   0.725073,    48.04,    2.17522,    99.77
"Line.L54",   2,    1.51021,        0,        0,   0.802115,    53.11,   0.725055,    48.01,    2.17522,    99.89
"Line.L55",   1,    192.991,    64.33,    32.17,    2.82694,    1.465,    1.51088,   0.7829,    4.53263,    2.209
"Line.L55",   2,    192.992,        0,        0,    2.82702,    1.465,    1.51086,   0.7829,    4.53263,    2.209
"Line.L56",   1,   0.819385,   0.2731,   0.1366,   0.820152,    100.1,   0.820268,    100.1,     2.4608,    199.6
"Line.L56",   2,   0.820208,        0,        0,   0.820208,      100,   0.820208,      100,     2.4608,      200
"Line.L57",   1,          0,        0,        0,          0,        0,          0,        0,    4.83553,        0
"Line.L57",   2,          0,        0,        0,          0,        0,          0,        0,    4.83553,        0
"Line.L58",   1,      194.1,     64.7,    32.35,     2.9251,    1.507,    3.12055,    1.608,    9.36165,    2.767
"Line.L58",   2,    194.102,        0,        0,    2.92483,    1.507,    3.12051,    1.608,    9.36165,    2.767
"Line.L59",   1,          0,        0,        0,          0,        0,          0,        0,    2.46098,        0
"Line.L59",   2,          0,        0,        0,          0,        0,          0,        0,    2.46098,        0
"Line.L60",   1, 0.00365864,  0.00122, 0.0006098, 0.000432599,    11.82, 0.000118729,    3.245, 0.000356188,    9.028
