Element, Terminal,  I1, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1, Iresidual, %NEMA
"Vsource.SOURCE",   1,    19720.4,        0,        0,    1156.42,    5.864,     151.31,   0.7673,    453.931,    4.982
"Vsource.SOURCE",   2,    19720.4,        0,        0,    1156.42,    5.864,     151.31,   0.7673,    453.931,    4.982
"Transformer.REG1A",   1,    19720.4,     2581,     1893,    1156.42,    5.864,     151.31,   0.7673, 7.47328E-009,    4.982
"Transformer.REG1A",   2,    17927.6,        0,        0,    1051.29,    5.864,    137.555,   0.7673, 7.47328E-009,    4.982
"Line.L115",   1,    17927.6,     2988,     2988,    1051.29,    5.864,    137.555,   0.7673,    412.664,    4.982
"Line.L115",   2,    17927.6,        0,        0,    1051.29,    5.864,    137.555,   0.7673,    412.664,    4.982
"Line.L1",   1,          0,        0,        0,          0,        0,          0,        0,    3.17224,        0
"Line.L1",   2,          0,        0,        0,          0,        0,          0,        0,    3.17224,        0
"Line.L2",   1,          0,        0,        0,          0,        0,          0,        0,    15.5298,        0
"Line.L2",   2,          0,        0,        0,          0,        0,          0,        0,    15.5298,        0
"Line.L3",   1,    17920.9,     2987,     2987,    1051.59,    5.868,    136.843,   0.7636,    410.529,    5.017
"Line.L3",   2,    17920.9,        0,        0,    1051.59,    5.868,    136.843,   0.7636,    410.529,    5.017
"Line.L4",   1,          0,        0,        0,          0,        0,          0,        0,    6.39388,        0
"Line.L4",   2,          0,        0,        0,          0,        0,          0,        0,    6.39388,        0
"Line.L5",   1,          0,        0,        0,          0,        0,          0,        0,     9.1366,        0
"Line.L5",   2,          0,        0,        0,          0,        0,          0,        0,     9.1366,        0
"Line.L6",   1,          0,        0,        0,          0,        0,          0,        0,    6.03182,        0
"Line.L6",   2,          0,        0,        0,          0,        0,          0,        0,    6.03182,        0
"Line.L7",   1,    17920.2,     2987,     2987,    1050.65,    5.863,    137.801,    0.769,    413.403,    5.013
"Line.L7",   2,    17920.2,        0,        0,    1050.65,    5.863,    137.801,    0.769,    413.403,    5.013
"Line.L8",   1,          0,        0,        0,          0,        0,          0,        0,    2.80434,        0
"Line.L8",   2,          0,        0,        0,          0,        0,          0,        0,    2.80434,        0
"Line.L9",   1,          0,        0,        0,          0,        0,          0,        0,    14.0638,        0
"Line.L9",   2,          0,        0,        0,          0,        0,          0,        0,    14.0638,        0
"Line.L10",   1,    17915.8,     2986,     2986,    1046.73,    5.842,    141.981,   0.7925,    425.944,     4.99
"Line.L10",   2,    17915.9,        0,        0,    1046.73,    5.842,    141.981,   0.7925,    425.944,     4.99
"Line.L11",   1,          0,        0,        0,          0,        0,          0,        0,    8.05728,        0
"Line.L11",   2,          0,        0,        0,          0,        0,          0,        0,    8.05728,        0
"Line.L12",   1,          0,        0,        0,          0,        0,          0,        0,    11.5989,        0
"Line.L12",   2,          0,        0,        0,          0,        0,          0,        0,    11.5989,        0
"Line.L13",   1,    17927.8,     5976,     2988,    1043.64,    5.821,    144.404,   0.8055,    433.213,    4.952
"Line.L13",   2,    17927.8,        0,        0,    1043.64,    5.821,    144.404,   0.8055,    433.213,    4.952
"Line.L14",   1,          0,        0,        0,          0,        0,          0,        0,    5.29134,        0
