Element, Terminal,  I1, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1, Iresidual, %NEMA
"Vsource.SOURCE",   1,    19733.2,        0,        0,     1153.5,    5.846,    151.576,   0.7681,    454.729,    4.954
"Vsource.SOURCE",   2,    19733.2,        0,        0,     1153.5,    5.846,    151.576,   0.7681,    454.729,    4.954
"Transformer.REG1A",   1,    19733.2,     2583,     1894,     1153.5,    5.846,    151.576,   0.7681, 9.10796E-009,    4.954
"Transformer.REG1A",   2,    17939.2,        0,        0,    1048.64,    5.846,    137.797,   0.7681, 9.10796E-009,    4.954
"Line.L115",   1,    17939.2,     2990,     2990,    1048.64,    5.846,    137.797,   0.7681,     413.39,    4.954
"Line.L115",   2,    17939.2,        0,        0,    1048.64,    5.846,    137.797,   0.7681,     413.39,    4.954
"Line.L1",   1,          0,        0,        0,          0,        0,          0,        0,    3.17246,        0
"Line.L1",   2,          0,        0,        0,          0,        0,          0,        0,    3.17246,        0
"Line.L2",   1,          0,        0,        0,          0,        0,          0,        0,    15.5298,        0
"Line.L2",   2,          0,        0,        0,          0,        0,          0,        0,    15.5298,        0
"Line.L3",   1,    17932.5,     2989,     2989,    1048.94,    5.849,     137.08,   0.7644,    411.241,     4.99
"Line.L3",   2,    17932.5,        0,        0,    1048.94,    5.849,     137.08,   0.7644,    411.241,     4.99
"Line.L4",   1,          0,        0,        0,          0,        0,          0,        0,    6.39444,        0
"Line.L4",   2,          0,        0,        0,          0,        0,          0,        0,    6.39444,        0
"Line.L5",   1,          0,        0,        0,          0,        0,          0,        0,    9.13607,        0
"Line.L5",   2,          0,        0,        0,          0,        0,          0,        0,    9.13607,        0
"Line.L6",   1,          0,        0,        0,          0,        0,          0,        0,    6.03129,        0
"Line.L6",   2,          0,        0,        0,          0,        0,          0,        0,    6.03129,        0
"Line.L7",   1,    17931.8,     2989,     2989,       1048,    5.844,    138.038,   0.7698,    414.114,    4.986
"Line.L7",   2,    17931.8,        0,        0,       1048,    5.844,    138.038,   0.7698,    414.114,    4.986
"Line.L8",   1,          0,        0,        0,          0,        0,          0,        0,    2.80376,        0
"Line.L8",   2,          0,        0,        0,          0,        0,          0,        0,    2.80376,        0
"Line.L9",   1,          0,        0,        0,          0,        0,          0,        0,    14.0587,        0
"Line.L9",   2,          0,        0,        0,          0,        0,          0,        0,    14.0587,        0
"Line.L10",   1,    17927.5,     2988,     2988,    1044.08,    5.824,    142.217,   0.7933,    426.652,    4.963
"Line.L10",   2,    17927.5,        0,        0,    1044.08,    5.824,    142.217,   0.7933,    426.652,    4.963
"Line.L11",   1,          0,        0,        0,          0,        0,          0,        0,    8.05447,        0
"Line.L11",   2,          0,        0,        0,          0,        0,          0,        0,    8.05447,        0
"Line.L12",   1,          0,        0,        0,          0,        0,          0,        0,    11.5952,        0
"Line.L12",   2,          0,        0,        0,          0,        0,          0,        0,    11.5952,        0
"Line.L13",   1,      17921,     5974,     2987,    1041.03,    5.809,    144.631,    0.807,    433.893,    4.945
"Line.L13",   2,      17921,        0,        0,    1041.03,    5.809,    144.631,    0.807,    433.893,    4.945
"Line.L14",   1,          0,        0,        0,          0,        0,          0,        0,    5.28953,        0
"Line.L14",   2,          0,        0,        0,          0,        0,          0,        0,    5.28953,        0
"Line.L15",   1,          0,        0,        0,          0,        0,          0,        0,    2.76593,        0
"Line.L15",   2,          0,        0,        0,          0,        0,          0,        0,    2.76593,        0
"Line.L16",   1,          0,        0,        0,          0,        0,          0,        0,    4.76074,        0
"Line.L16",   2,          0,        0,        0,          0,        0,          0,        0,    4.76074,        0
"Line.L17",   1,          0,        0,        0,          0,        0,          0,        0,    2.38022,        0
"Line.L17",   2,          0,        0,        0,          0,        0,          0,        0,    2.38022,        0
"Line.L18",   1,          0,        0,        0,          0,        0,          0,        0,    5.10265,        0
"Line.L18",   2,          0,        0,        0,          0,        0,          0,        0,    5.10265,        0
"Line.L19",   1,    17904.6,     5968,     2984,    1039.41,    5.805,    146.612,   0.8189,    439.836,    4.931
"Line.L19",   2,    17904.6,        0,        0,    1039.41,    5.805,    146.612,   0.8189,    439.836,    4.931
"Line.L20",   1,          0,        0,        0,          0,        0,          0,        0,    2.55116,        0
"Line.L20",   2,          0,        0,        0,          0,        0,          0,        0,    2.55116,        0
"Line.L21",   1,          0,        0,        0,          0,        0,          0,        0,    2.18318,        0
"Line.L21",   2,          0,        0,        0,          0,        0,          0,        0,    2.18318,        0
"Line.L22",   1,      17904,     5968,     2984,     1039.9,    5.808,    146.207,   0.8166,    438.621,    4.928
"Line.L22",   2,      17904,        0,        0,     1039.9,    5.808,    146.207,   0.8166,    438.621,    4.928
"Line.L23",   1,          0,        0,        0,          0,        0,          0,        0,    1.60516,        0
"Line.L23",   2,          0,        0,        0,          0,        0,          0,        0,    1.60516,        0
"Line.L24",   1,    17903.6,     5968,     2984,     1040.1,    5.809,    146.007,   0.8155,     438.02,    4.933
"Line.L24",   2,    17903.6,        0,        0,     1040.1,    5.809,    146.007,   0.8155,     438.02,    4.933
"Line.L25",   1,          0,        0,        0,          0,        0,          0,        0,    1.22426,        0
"Line.L25",   2,          0,        0,        0,          0,        0,          0,        0,    1.22426,        0
"Line.L26",   1,    17902.9,     5968,     2984,    1039.89,    5.808,     146.24,   0.8168,    438.719,    4.936
"Line.L26",   2,    17902.9,        0,        0,    1039.89,    5.808,     146.24,   0.8168,    438.719,    4.936
"Line.L27",   1,          0,        0,        0,          0,        0,          0,        0,    1.05905,        0
"Line.L27",   2,          0,        0,        0,          0,        0,          0,        0,    1.05905,        0
"Line.L28",   1,          0,        0,        0,          0,        0,          0,        0,    1.13944,        0
"Line.L28",   2,          0,        0,        0,          0,        0,          0,        0,    1.13944,        0
"Line.L29",   1,          0,        0,        0,          0,        0,          0,        0,    1.05935,        0
"Line.L29",   2,          0,        0,        0,          0,        0,          0,        0,    1.05935,        0
"Line.L30",   1,    17902.8,     5968,     2984,     1039.7,    5.807,    146.432,   0.8179,    439.297,    4.935
"Line.L30",   2,    17902.8,        0,        0,     1039.7,    5.807,    146.432,   0.8179,    439.297,    4.935
"Line.L31",   1,    24.7902,    8.263,    4.132,    3.84256,     15.5,   0.380698,    1.536,    1.14209,     13.9
"Line.L31",   2,    24.7902,        0,        0,    3.84256,     15.5,   0.380698,    1.536,    1.14209,     13.9
"Line.L32",   1,    24.7901,    8.263,    4.132,    3.84254,     15.5,    0.38067,    1.536,    1.14201,     13.9
"Line.L32",   2,    24.7901,        0,        0,    3.84254,     15.5,    0.38067,    1.536,    1.14201,     13.9
"Line.L33",   1,          0,        0,        0,          0,        0,          0,        0,   0.569687,        0
"Line.L33",   2,          0,        0,        0,          0,        0,          0,        0,   0.569687,        0
"Line.L34",   1,          0,        0,        0,          0,        0,          0,        0,    7.14076,        0
"Line.L34",   2,          0,        0,        0,          0,        0,          0,        0,    7.14076,        0
"Line.L35",   1,          0,        0,        0,          0,        0,          0,        0,    2.55745,        0
"Line.L35",   2,          0,        0,        0,          0,        0,          0,        0,    2.55745,        0
"Line.L36",   1,    15.2073,    5.069,    2.535,     1.1242,    7.392,  0.0478918,   0.3149,   0.143675,    7.383
"Line.L36",   2,    15.2079,        0,        0,    1.12428,    7.393,  0.0478563,   0.3147,   0.143675,    7.383
"Line.L37",   1,          0,        0,        0,          0,        0,          0,        0,    2.55056,        0
"Line.L37",   2,          0,        0,        0,          0,        0,          0,        0,    2.55056,        0
"Line.L38",   1,          0,        0,        0,          0,        0,          0,        0,    2.82122,        0
"Line.L38",   2,          0,        0,        0,          0,        0,          0,        0,    2.82122,        0
"Line.L39",   1,          0,        0,        0,          0,        0,          0,        0,    1.41053,        0
"Line.L39",   2,          0,        0,        0,          0,        0,          0,        0,    1.41053,        0
"Line.L40",   1,          0,        0,        0,          0,        0,          0,        0,     1.3717,        0
"Line.L40",   2,          0,        0,        0,          0,        0,          0,        0,     1.3717,        0
"Line.L41",   1,     14.751,    4.917,    2.459,    1.48217,    10.05,   0.463749,    3.144,    1.39125,    11.32
"Line.L41",   2,    14.7516,        0,        0,    1.48229,    10.05,   0.463737,    3.144,    1.39125,    11.32
"Line.L42",   1,          0,        0,        0,          0,        0,          0,        0,    2.82062,        0
"Line.L42",   2,          0,        0,        0,          0,        0,          0,        0,    2.82062,        0
"Line.L43",   1,    13.4002,    4.467,    2.233,   0.648208,    4.837,   0.407787,    3.043,    1.22336,    2.381
"Line.L43",   2,    13.4006,        0,        0,   0.648309,    4.838,   0.407814,    3.043,    1.22336,    2.382
"Line.L44",   1,          0,        0,        0,          0,        0,          0,        0,    2.54948,        0
"Line.L44",   2,          0,        0,        0,          0,        0,          0,        0,    2.54948,        0
"Line.L45",   1,    12.5668,    4.189,    2.094,   0.964648,    7.676,   0.712051,    5.666,    2.13615,    11.98
"Line.L45",   2,    12.5674,        0,        0,   0.964616,    7.676,   0.712036,    5.666,    2.13615,    11.98
"Line.L46",   1,          0,        0,        0,          0,        0,          0,        0,    1.27466,        0
"Line.L46",   2,          0,        0,        0,          0,        0,          0,        0,    1.27466,        0
"Line.L47",   1,    5.19555,    1.732,   0.8659,   0.333791,    6.425,   0.120469,    2.319,   0.361407,    5.722
"Line.L47",   2,    5.19586,        0,        0,   0.333964,    6.428,   0.120416,    2.318,   0.361407,    5.726
"Line.L48",   1,    4.77863,    1.593,   0.7964,   0.478752,    10.02,   0.627203,    13.13,    1.88161,    22.31
"Line.L48",   2,    4.77911,        0,        0,   0.479034,    10.02,   0.627224,    13.12,    1.88161,    22.31
"Line.L49",   1,    1.33518,   0.4451,   0.2225,   0.737274,    55.22,   0.849233,     63.6,     2.5477,    104.6
"Line.L49",   2,     1.3356,        0,        0,   0.737107,    55.19,   0.849136,    63.58,     2.5477,    104.6
"Line.L50",   1,   0.423963,   0.1413,  0.07066,   0.425588,    100.4,   0.425115,    100.3,    1.27534,    198.5
"Line.L50",   2,   0.424299,        0,        0,   0.425384,    100.3,   0.425068,    100.2,    1.27534,      199
"Line.L51",   1, 0.00182634, 0.0006088, 0.0003044, 0.000581115,    31.82, 0.00020753,    11.36, 0.00062259,    22.39
"Line.L51",   2, 4.50972E-008,        0,        0, 2.33014E-008,    51.67, 2.43105E-008,    53.91, 0.00062259,    105.1
"Line.L52",   1,    128.901,    32.23,    21.48,    4.67582,    3.627,     2.5138,     1.95,    7.54141,    5.067
"Line.L52",   2,    128.902,        0,        0,    4.67604,    3.628,    2.51385,     1.95,    7.54141,    5.067
"Line.L53",   1,    129.849,    32.46,    21.64,    3.53961,    2.726,    1.16784,   0.8994,    3.50352,    3.596
"Line.L53",   2,    129.849,        0,        0,    3.53975,    2.726,    1.16787,   0.8994,    3.50352,    3.596
"Line.L54",   1,    1.50819,   0.5027,   0.2514,   0.801028,    53.11,    0.72474,    48.05,    2.17422,    99.77
"Line.L54",   2,    1.50896,        0,        0,   0.801292,     53.1,   0.724722,    48.03,    2.17422,    99.89
"Line.L55",   1,    130.802,     43.6,     21.8,    2.80283,    2.143,    1.52406,    1.165,    4.57218,    3.257
"Line.L55",   2,    130.803,        0,        0,    2.80292,    2.143,    1.52404,    1.165,    4.57218,    3.257
"Line.L56",   1,   0.818921,    0.273,   0.1365,   0.819687,    100.1,   0.819803,    100.1,    2.45941,    199.6
"Line.L56",   2,   0.819743,        0,        0,   0.819743,      100,   0.819743,      100,    2.45941,      200
"Line.L57",   1,          0,        0,        0,          0,        0,          0,        0,     4.8316,        0
"Line.L57",   2,          0,        0,        0,          0,        0,          0,        0,     4.8316,        0
"Line.L58",   1,    131.798,    43.93,    21.97,    2.89057,    2.193,    3.13184,    2.376,    9.39552,    3.989
"Line.L58",   2,      131.8,        0,        0,     2.8903,    2.193,     3.1318,    2.376,    9.39552,    3.989
"Line.L59",   1,          0,        0,        0,          0,        0,          0,        0,    2.45892,        0
"Line.L59",   2,          0,        0,        0,          0,        0,          0,        0,    2.45892,        0
"Line.L60",   1, 0.00365403, 0.001218, 0.000609, 0.000430652,    11.79, 0.000118793,    3.251, 0.000356378,    8.981
"Line.L60",   2, 3.26472E-006,        0,        0, 2.86521E-007,    8.776, 1.2501E-007,    3.829, 0.000356378,    5.399
"Line.L61",   1,    14.2386,    4.746,    2.373,    3.11242,    21.86,    2.41411,    16.95,    7.24232,    36.33
"Line.L61",   2,    14.2467,        0,        0,    3.11155,    21.84,    2.41405,    16.94,    7.24232,     36.3
"Line.L62",   1,    12.7634,    4.254,    2.127,    1.68687,    13.22,     1.2893,     10.1,    3.86791,    20.36
"Line.L62",   2,     12.769,        0,        0,    1.68634,    13.21,    1.28914,     10.1,    3.86791,    20.34
"Line.L63",   1,    11.3218,    3.774,    1.887,    3.03825,    26.84,    2.74161,    24.22,    8.22483,    47.38
"Line.L63",   2,    11.3334,        0,        0,    3.03747,     26.8,    2.74125,    24.19,    8.22483,    47.29
"Line.L64",   1,    8.42917,     2.81,    1.405,    3.75758,    44.58,    2.93117,    34.77,     8.7935,    76.84
"Line.L64",   2,    8.44426,        0,        0,    3.75582,    44.48,    2.93134,    34.71,     8.7935,    76.65
"Line.L65",   1,    2.92137,   0.9738,   0.4869,    2.93276,    100.4,    2.93134,    100.3,    8.79403,    198.6
"Line.L65",   2,    2.93148,        0,        0,    2.93148,      100,    2.93148,      100,    8.79403,      200
"Line.L66",   1,          0,        0,        0,          0,        0,          0,        0,     14.659,        0
"Line.L66",   2,          0,        0,        0,          0,        0,          0,        0,     14.659,        0
"Line.L67",   1,    37.3365,    12.45,    6.223,    2.73785,    7.333,    4.27213,    11.44,    12.8164,    16.72
"Line.L67",   2,    37.3374,        0,        0,    2.73816,    7.334,    4.27211,    11.44,    12.8164,    16.72
"Line.L68",   1,    160.031,    53.34,    26.67,    1.05118,   0.6569,    2.13544,    1.334,    6.40631,    1.929
"Line.L68",   2,    160.032,        0,        0,    1.05108,   0.6568,    2.13544,    1.334,    6.40631,    1.929
"Line.L69",   1,          0,        0,        0,          0,        0,          0,        0,    12.2151,        0
"Line.L69",   2,          0,        0,        0,          0,        0,          0,        0,    12.2151,        0
"Line.L70",   1,          0,        0,        0,          0,        0,          0,        0,    7.32818,        0
"Line.L70",   2,          0,        0,        0,          0,        0,          0,        0,    7.32818,        0
"Line.L71",   1,          0,        0,        0,          0,        0,          0,        0,    4.88554,        0
"Line.L71",   2,          0,        0,        0,          0,        0,          0,        0,    4.88554,        0
"Line.L72",   1,          0,        0,        0,          0,        0,          0,        0,    15.4958,        0
"Line.L72",   2,          0,        0,        0,          0,        0,          0,        0,    15.4958,        0
"Line.L73",   1,    32.1823,    10.73,    5.364,    6.26338,    19.46,     5.3202,    16.53,    15.9606,    31.68
"Line.L73",   2,     32.183,        0,        0,    6.26356,    19.46,    5.32022,    16.53,    15.9606,    31.68
"Line.L74",   1,          0,        0,        0,          0,        0,          0,        0,    10.1933,        0
"Line.L74",   2,          0,        0,        0,          0,        0,          0,        0,    10.1933,        0
"Line.L75",   1,          0,        0,        0,          0,        0,          0,        0,    5.30014,        0
"Line.L75",   2,          0,        0,        0,          0,        0,          0,        0,    5.30014,        0
"Line.L76",   1,    10.3151,    3.438,    1.719,   0.796059,    7.717,    0.30054,    2.914,    0.90162,    8.608
"Line.L76",   2,    10.3163,        0,        0,    0.79628,    7.719,   0.300581,    2.914,    0.90162,    8.612
"Line.L77",   1,    10.7765,    3.592,    1.796,    4.06276,     37.7,     5.4312,     50.4,    16.2936,    65.24
"Line.L77",   2,     10.778,        0,        0,    4.06335,     37.7,    5.43125,    50.39,    16.2936,    65.26
"Line.L78",   1,    8.48894,     2.83,    1.415,    1.17789,    13.88,    1.91479,    22.56,    5.74438,     35.6
"Line.L78",   2,    8.48926,        0,        0,    1.17787,    13.87,    1.91479,    22.56,    5.74438,    35.59
