Element, Terminal,  I1, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1, Iresidual, %NEMA
"Vsource.SOURCE",   1,    14346.4,        0,        0,    911.346,    6.352,    116.337,   0.8109,    349.011,    5.337
"Vsource.SOURCE",   2,    14346.4,        0,        0,    911.346,    6.352,    116.337,   0.8109,    349.011,    5.337
"Transformer.REG1A",   1,    14346.4,     1878,     1377,    911.346,    6.352,    116.337,   0.8109, 2.67755E-009,    5.337
"Transformer.REG1A",   2,    14169.3,        0,        0,    900.095,    6.352,    114.901,   0.8109, 2.67755E-009,    5.337
"Line.L115",   1,    14169.3,     2362,     2362,    900.095,    6.352,    114.901,   0.8109,    344.702,    5.337
"Line.L115",   2,    14169.3,        0,        0,    900.095,    6.352,    114.901,   0.8109,    344.702,    5.337
"Line.L1",   1,          0,        0,        0,          0,        0,          0,        0,    3.14472,        0
"Line.L1",   2,          0,        0,        0,          0,        0,          0,        0,    3.14472,        0
"Line.L2",   1,          0,        0,        0,          0,        0,          0,        0,    14.8658,        0
"Line.L2",   2,          0,        0,        0,          0,        0,          0,        0,    14.8658,        0
"Line.L3",   1,    14162.9,     2360,     2360,     899.98,    6.354,    114.548,   0.8088,    343.644,    5.351
"Line.L3",   2,    14162.9,        0,        0,     899.98,    6.354,    114.548,   0.8088,    343.644,    5.351
"Line.L4",   1,          0,        0,        0,          0,        0,          0,        0,    6.23988,        0
"Line.L4",   2,          0,        0,        0,          0,        0,          0,        0,    6.23988,        0
"Line.L5",   1,          0,        0,        0,          0,        0,          0,        0,    8.62657,        0
"Line.L5",   2,          0,        0,        0,          0,        0,          0,        0,    8.62657,        0
"Line.L6",   1,          0,        0,        0,          0,        0,          0,        0,    5.65672,        0
"Line.L6",   2,          0,        0,        0,          0,        0,          0,        0,    5.65672,        0
"Line.L7",   1,    14162.2,     2360,     2360,    899.125,    6.349,    115.452,   0.8152,    346.355,    5.341
"Line.L7",   2,    14162.2,        0,        0,    899.125,    6.349,    115.452,   0.8152,    346.355,    5.341
"Line.L8",   1,          0,        0,        0,          0,        0,          0,        0,    2.69405,        0
"Line.L8",   2,          0,        0,        0,          0,        0,          0,        0,    2.69405,        0
"Line.L9",   1,          0,        0,        0,          0,        0,          0,        0,    12.2344,        0
"Line.L9",   2,          0,        0,        0,          0,        0,          0,        0,    12.2344,        0
"Line.L10",   1,    14158.4,     2360,     2360,    896.002,    6.328,    118.932,     0.84,    356.796,    5.303
"Line.L10",   2,    14158.4,        0,        0,    896.002,    6.328,    118.932,     0.84,    356.796,    5.303
"Line.L11",   1,          0,        0,        0,          0,        0,          0,        0,    7.15028,        0
"Line.L11",   2,          0,        0,        0,          0,        0,          0,        0,    7.15028,        0
"Line.L12",   1,          0,        0,        0,          0,        0,          0,        0,     11.475,        0
"Line.L12",   2,          0,        0,        0,          0,        0,          0,        0,     11.475,        0
"Line.L13",   1,      14194,     4731,     2366,    892.574,    6.288,    121.543,   0.8563,     364.63,    5.296
"Line.L13",   2,      14194,        0,        0,    892.574,    6.288,    121.543,   0.8563,     364.63,    5.296
"Line.L14",   1,          0,        0,        0,          0,        0,          0,        0,    4.70818,        0
"Line.L14",   2,          0,        0,        0,          0,        0,          0,        0,    4.70818,        0
"Line.L15",   1,          0,        0,        0,          0,        0,          0,        0,    2.44298,        0
"Line.L15",   2,          0,        0,        0,          0,        0,          0,        0,    2.44298,        0
"Line.L16",   1,          0,        0,        0,          0,        0,          0,        0,     4.7088,        0
"Line.L16",   2,          0,        0,        0,          0,        0,          0,        0,     4.7088,        0
"Line.L17",   1,          0,        0,        0,          0,        0,          0,        0,    2.35425,        0
"Line.L17",   2,          0,        0,        0,          0,        0,          0,        0,    2.35425,        0
"Line.L18",   1,          0,        0,        0,          0,        0,          0,        0,    5.75849,        0
"Line.L18",   2,          0,        0,        0,          0,        0,          0,        0,    5.75849,        0
"Line.L19",   1,    14175.5,     4725,     2363,    891.077,    6.286,    123.678,   0.8725,    371.035,    5.282
"Line.L19",   2,    14175.5,        0,        0,    891.077,    6.286,    123.678,   0.8725,    371.035,    5.282
"Line.L20",   1,          0,        0,        0,          0,        0,          0,        0,    2.87906,        0
"Line.L20",   2,          0,        0,        0,          0,        0,          0,        0,    2.87906,        0
"Line.L21",   1,          0,        0,        0,          0,        0,          0,        0,    2.63751,        0
"Line.L21",   2,          0,        0,        0,          0,        0,          0,        0,    2.63751,        0
"Line.L22",   1,    14174.8,     4725,     2362,    891.748,    6.291,    123.118,   0.8686,    369.354,    5.287
"Line.L22",   2,    14174.8,        0,        0,    891.748,    6.291,    123.118,   0.8686,    369.354,    5.287
"Line.L23",   1,          0,        0,        0,          0,        0,          0,        0,    2.16395,        0
"Line.L23",   2,          0,        0,        0,          0,        0,          0,        0,    2.16395,        0
"Line.L24",   1,    14174.2,     4725,     2362,    891.921,    6.293,    122.909,   0.8671,    368.728,    5.292
"Line.L24",   2,    14174.2,        0,        0,    891.921,    6.293,    122.909,   0.8671,    368.728,    5.292
"Line.L25",   1,          0,        0,        0,          0,        0,          0,        0,    1.83626,        0
"Line.L25",   2,          0,        0,        0,          0,        0,          0,        0,    1.83626,        0
"Line.L26",   1,    14173.3,     4724,     2362,    891.558,     6.29,    123.284,   0.8698,    369.853,     5.29
"Line.L26",   2,    14173.3,        0,        0,    891.558,     6.29,    123.284,   0.8698,    369.853,     5.29
"Line.L27",   1,          0,        0,        0,          0,        0,          0,        0,    1.62195,        0
"Line.L27",   2,          0,        0,        0,          0,        0,          0,        0,    1.62195,        0
"Line.L28",   1,          0,        0,        0,          0,        0,          0,        0,    1.72564,        0
"Line.L28",   2,          0,        0,        0,          0,        0,          0,        0,    1.72564,        0
"Line.L29",   1,          0,        0,        0,          0,        0,          0,        0,     1.6224,        0
"Line.L29",   2,          0,        0,        0,          0,        0,          0,        0,     1.6224,        0
"Line.L30",   1,      14173,     4724,     2362,    891.155,    6.288,    123.716,   0.8729,    371.149,    5.285
"Line.L30",   2,      14173,        0,        0,    891.155,    6.288,    123.716,   0.8729,    371.149,    5.285
"Line.L31",   1,    14172.8,     4724,     2362,    890.895,    6.286,    123.996,   0.8749,    371.987,    5.282
"Line.L31",   2,    14172.8,        0,        0,    890.895,    6.286,    123.996,   0.8749,    371.987,    5.282
"Line.L32",   1,    14172.7,     4724,     2362,    890.922,    6.286,    123.965,   0.8747,    371.895,    5.283
"Line.L32",   2,    14172.7,        0,        0,    890.922,    6.286,    123.965,   0.8747,    371.895,    5.283
"Line.L33",   1,          0,        0,        0,          0,        0,          0,        0,   0.862772,        0
"Line.L33",   2,          0,        0,        0,          0,        0,          0,        0,   0.862772,        0
"Line.L34",   1,          0,        0,        0,          0,        0,          0,        0,    7.06286,        0
"Line.L34",   2,          0,        0,        0,          0,        0,          0,        0,    7.06286,        0
"Line.L35",   1,          0,        0,        0,          0,        0,          0,        0,    2.88817,        0
"Line.L35",   2,          0,        0,        0,          0,        0,          0,        0,    2.88817,        0
"Line.L36",   1,    17.0269,    5.676,    2.838,    1.13871,    6.688,  0.0956651,   0.5618,   0.286995,    6.852
"Line.L36",   2,    17.0275,        0,        0,    1.13881,    6.688,  0.0956324,   0.5616,   0.286995,    6.851
"Line.L37",   1,          0,        0,        0,          0,        0,          0,        0,    2.87838,        0
"Line.L37",   2,          0,        0,        0,          0,        0,          0,        0,    2.87838,        0
"Line.L38",   1,          0,        0,        0,          0,        0,          0,        0,    3.14472,        0
"Line.L38",   2,          0,        0,        0,          0,        0,          0,        0,    3.14472,        0
"Line.L39",   1,          0,        0,        0,          0,        0,          0,        0,    1.57326,        0
"Line.L39",   2,          0,        0,        0,          0,        0,          0,        0,    1.57326,        0
"Line.L40",   1,          0,        0,        0,          0,        0,          0,        0,    1.53083,        0
"Line.L40",   2,          0,        0,        0,          0,        0,          0,        0,    1.53083,        0
"Line.L41",   1,    16.5179,    5.506,    2.753,    1.56347,    9.465,   0.580506,    3.514,    1.74152,    11.59
"Line.L41",   2,    16.5186,        0,        0,     1.5636,    9.466,   0.580493,    3.514,    1.74152,    11.59
"Line.L42",   1,          0,        0,        0,          0,        0,          0,        0,    3.13827,        0
"Line.L42",   2,          0,        0,        0,          0,        0,          0,        0,    3.13827,        0
"Line.L43",   1,    15.0075,    5.002,    2.501,   0.655711,    4.369,   0.411373,    2.741,    1.23412,    2.689
"Line.L43",   2,     15.008,        0,        0,    0.65583,     4.37,   0.411402,    2.741,    1.23412,    2.689
"Line.L44",   1,          0,        0,        0,          0,        0,          0,        0,    2.87715,        0
"Line.L44",   2,          0,        0,        0,          0,        0,          0,        0,    2.87715,        0
"Line.L45",   1,    14.0652,    4.688,    2.344,   0.958019,    6.811,   0.774166,    5.504,     2.3225,    11.23
"Line.L45",   2,    14.0659,        0,        0,   0.957975,    6.811,   0.774148,    5.504,     2.3225,    11.23
"Line.L46",   1,          0,        0,        0,          0,        0,          0,        0,    1.43848,        0
"Line.L46",   2,          0,        0,        0,          0,        0,          0,        0,    1.43848,        0
"Line.L47",   1,    5.81485,    1.938,   0.9691,   0.319838,      5.5,   0.114551,     1.97,   0.343654,      4.9
"Line.L47",   2,     5.8152,        0,        0,   0.320029,    5.503,   0.114491,    1.969,   0.343654,    4.903
"Line.L48",   1,    5.34762,    1.783,   0.8913,   0.493668,    9.232,   0.699146,    13.07,    2.09744,    21.65
"Line.L48",   2,    5.34815,        0,        0,   0.493979,    9.236,   0.699174,    13.07,    2.09744,    21.65
"Line.L49",   1,    1.49616,   0.4987,   0.2494,   0.831094,    55.55,   0.938917,    62.76,    2.81675,    103.9
"Line.L49",   2,    1.49662,        0,        0,   0.830911,    55.52,   0.938806,    62.73,    2.81675,    103.9
"Line.L50",   1,   0.478428,   0.1595,  0.07974,   0.480295,    100.4,   0.479751,    100.3,    1.43925,    198.5
"Line.L50",   2,   0.478815,        0,        0,   0.480061,    100.3,   0.479699,    100.2,    1.43925,      199
