Element, Terminal,  I1, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1, Iresidual, %NEMA
"Vsource.SOURCE",   1,    16959.9,        0,        0,     1071.2,    6.316,    136.962,   0.8076,    410.886,    5.312
"Vsource.SOURCE",   2,    16959.9,        0,        0,     1071.2,    6.316,    136.962,   0.8076,    410.886,    5.312
"Transformer.REG1A",   1,    16959.9,     2220,     1628,     1071.2,    6.316,    136.962,   0.8076, 2.44472E-009,    5.312
"Transformer.REG1A",   2,    15418.1,        0,        0,    973.815,    6.316,    124.511,   0.8076, 2.44472E-009,    5.312
"Line.L115",   1,    15418.1,     2570,     2570,    973.815,    6.316,    124.511,   0.8076,    373.533,    5.312
"Line.L115",   2,    15418.1,        0,        0,    973.815,    6.316,    124.511,   0.8076,    373.533,    5.312
"Line.L1",   1,          0,        0,        0,          0,        0,          0,        0,    3.11579,        0
"Line.L1",   2,          0,        0,        0,          0,        0,          0,        0,    3.11579,        0
"Line.L2",   1,          0,        0,        0,          0,        0,          0,        0,    15.5252,        0
"Line.L2",   2,          0,        0,        0,          0,        0,          0,        0,    15.5252,        0
"Line.L3",   1,    15411.5,     2569,     2569,    973.662,    6.318,    124.156,   0.8056,    372.467,    5.326
"Line.L3",   2,    15411.5,        0,        0,    973.662,    6.318,    124.156,   0.8056,    372.467,    5.326
"Line.L4",   1,          0,        0,        0,          0,        0,          0,        0,    6.27698,        0
"Line.L4",   2,          0,        0,        0,          0,        0,          0,        0,    6.27698,        0
"Line.L5",   1,          0,        0,        0,          0,        0,          0,        0,     9.2489,        0
"Line.L5",   2,          0,        0,        0,          0,        0,          0,        0,     9.2489,        0
"Line.L6",   1,          0,        0,        0,          0,        0,          0,        0,    6.14413,        0
"Line.L6",   2,          0,        0,        0,          0,        0,          0,        0,    6.14413,        0
"Line.L7",   1,    15410.7,     2568,     2568,    972.724,    6.312,    125.147,   0.8121,    375.442,    5.316
"Line.L7",   2,    15410.7,        0,        0,    972.724,    6.312,    125.147,   0.8121,    375.442,    5.316
"Line.L8",   1,          0,        0,        0,          0,        0,          0,        0,    2.95606,        0
"Line.L8",   2,          0,        0,        0,          0,        0,          0,        0,    2.95606,        0
"Line.L9",   1,          0,        0,        0,          0,        0,          0,        0,    14.8995,        0
"Line.L9",   2,          0,        0,        0,          0,        0,          0,        0,    14.8995,        0
"Line.L10",   1,    15406.1,     2568,     2568,    968.837,    6.289,    129.458,   0.8403,    388.373,    5.272
"Line.L10",   2,    15406.1,        0,        0,    968.837,    6.289,    129.458,   0.8403,    388.373,    5.272
"Line.L11",   1,          0,        0,        0,          0,        0,          0,        0,    8.51695,        0
"Line.L11",   2,          0,        0,        0,          0,        0,          0,        0,    8.51695,        0
"Line.L12",   1,          0,        0,        0,          0,        0,          0,        0,    12.5493,        0
"Line.L12",   2,          0,        0,        0,          0,        0,          0,        0,    12.5493,        0
