Element, Terminal,  I1, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1, Iresidual, %NEMA
"Vsource.SOURCE",   1,    19758.5,        0,        0,    1155.77,     5.85,    151.139,   0.7649,    453.417,    4.977
"Vsource.SOURCE",   2,    19758.5,        0,        0,    1155.77,     5.85,    151.139,   0.7649,    453.417,    4.977
"Transformer.REG1A",   1,    19758.5,     2586,     1897,    1155.77,     5.85,    151.139,   0.7649, 1.04774E-009,    4.977
"Transformer.REG1A",   2,    17962.2,        0,        0,     1050.7,     5.85,    137.399,   0.7649, 1.04774E-009,    4.977
"Line.L115",   1,    17962.2,     2994,     2994,     1050.7,     5.85,    137.399,   0.7649,    412.198,    4.977
"Line.L115",   2,    17962.2,        0,        0,     1050.7,     5.85,    137.399,   0.7649,    412.198,    4.977
"Line.L1",   1,          0,        0,        0,          0,        0,          0,        0,    3.17304,        0
"Line.L1",   2,          0,        0,        0,          0,        0,          0,        0,    3.17304,        0
"Line.L2",   1,          0,        0,        0,          0,        0,          0,        0,    15.5299,        0
"Line.L2",   2,          0,        0,        0,          0,        0,          0,        0,    15.5299,        0
"Line.L3",   1,    17955.6,     2993,     2993,       1051,    5.853,    136.682,   0.7612,    410.045,    5.012
"Line.L3",   2,    17955.6,        0,        0,       1051,    5.853,    136.682,   0.7612,    410.045,    5.012
"Line.L4",   1,          0,        0,        0,          0,        0,          0,        0,    6.39563,        0
"Line.L4",   2,          0,        0,        0,          0,        0,          0,        0,    6.39563,        0
"Line.L5",   1,          0,        0,        0,          0,        0,          0,        0,    9.13495,        0
"Line.L5",   2,          0,        0,        0,          0,        0,          0,        0,    9.13495,        0
"Line.L6",   1,          0,        0,        0,          0,        0,          0,        0,    6.03017,        0
"Line.L6",   2,          0,        0,        0,          0,        0,          0,        0,    6.03017,        0
"Line.L7",   1,    17954.8,     2992,     2992,    1050.07,    5.848,    137.639,   0.7666,    412.918,    5.008
"Line.L7",   2,    17954.8,        0,        0,    1050.07,    5.848,    137.639,   0.7666,    412.918,    5.008
