Element, Terminal,  I1, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1, Iresidual, %NEMA
"Vsource.SOURCE",   1,    16153.1,        0,        0,    874.524,    5.414,    84.0678,   0.5204,    252.203,    4.939
"Vsource.SOURCE",   2,    16153.1,        0,        0,    874.524,    5.414,    84.0678,   0.5204,    252.203,    4.939
"Transformer.REG1A",   1,    16153.1,     2114,     1551,    874.524,    5.414,    84.0678,   0.5204, 8.17978E-009,    4.939
"Transformer.REG1A",   2,    14684.7,        0,        0,    795.022,    5.414,    76.4252,   0.5204, 8.17978E-009,    4.939
"Line.L115",   1,    14684.7,     2447,     2447,    795.022,    5.414,    76.4252,   0.5204,    229.276,    4.939
"Line.L115",   2,    14684.7,        0,        0,    795.022,    5.414,    76.4253,   0.5204,    229.276,    4.939
"Line.L1",   1,          0,        0,        0,          0,        0,          0,        0,    3.11352,        0
"Line.L1",   2,          0,        0,        0,          0,        0,          0,        0,    3.11352,        0
"Line.L2",   1,          0,        0,        0,          0,        0,          0,        0,    15.5251,        0
"Line.L2",   2,          0,        0,        0,          0,        0,          0,        0,    15.5251,        0
"Line.L3",   1,    14678.1,     2446,     2446,    798.686,    5.441,    73.6407,   0.5017,    220.922,    4.969
"Line.L3",   2,    14678.1,        0,        0,    798.686,    5.441,    73.6407,   0.5017,    220.922,    4.969
"Line.L4",   1,          0,        0,        0,          0,        0,          0,        0,    6.27296,        0
"Line.L4",   2,          0,        0,        0,          0,        0,          0,        0,    6.27296,        0
"Line.L5",   1,          0,        0,        0,          0,        0,          0,        0,    9.25283,        0
"Line.L5",   2,          0,        0,        0,          0,        0,          0,        0,    9.25283,        0
"Line.L6",   1,          0,        0,        0,          0,        0,          0,        0,    6.14806,        0
"Line.L6",   2,          0,        0,        0,          0,        0,          0,        0,    6.14806,        0
"Line.L7",   1,    14677.3,     2446,     2446,    798.537,    5.441,    73.1606,   0.4985,    219.482,    4.975
"Line.L7",   2,    14677.3,        0,        0,    798.537,    5.441,    73.1606,   0.4985,    219.482,    4.975
"Line.L8",   1,          0,        0,        0,          0,        0,          0,        0,    2.96233,        0
"Line.L8",   2,          0,        0,        0,          0,        0,          0,        0,    2.96233,        0
"Line.L9",   1,          0,        0,        0,          0,        0,          0,        0,    15.5052,        0
"Line.L9",   2,          0,        0,        0,          0,        0,          0,        0,    15.5052,        0
"Line.L10",   1,    14672.5,     2445,     2445,    796.989,    5.432,    71.8853,   0.4899,    215.656,    4.994
"Line.L10",   2,    14672.5,        0,        0,    796.989,    5.432,    71.8854,   0.4899,    215.656,    4.994
"Line.L11",   1,          0,        0,        0,          0,        0,          0,        0,    8.85012,        0
"Line.L11",   2,          0,        0,        0,          0,        0,          0,        0,    8.85012,        0
"Line.L12",   1,          0,        0,        0,          0,        0,          0,        0,    12.5663,        0
"Line.L12",   2,          0,        0,        0,          0,        0,          0,        0,    12.5663,        0
"Line.L13",   1,    14591.7,     4864,     2432,    798.512,    5.472,    68.0004,    0.466,    204.001,    5.057
"Line.L13",   2,    14591.7,        0,        0,    798.511,    5.472,    68.0004,    0.466,    204.001,    5.057
"Line.L14",   1,          0,        0,        0,          0,        0,          0,        0,    5.80109,        0
"Line.L14",   2,          0,        0,        0,          0,        0,          0,        0,    5.80109,        0
"Line.L15",   1,          0,        0,        0,          0,        0,          0,        0,    3.05012,        0
"Line.L15",   2,          0,        0,        0,          0,        0,          0,        0,    3.05012,        0
"Line.L16",   1,          0,        0,        0,          0,        0,          0,        0,    5.18033,        0
"Line.L16",   2,          0,        0,        0,          0,        0,          0,        0,    5.18033,        0
"Line.L17",   1,          0,        0,        0,          0,        0,          0,        0,       2.59,        0
"Line.L17",   2,          0,        0,        0,          0,        0,          0,        0,       2.59,        0
"Line.L18",   1,          0,        0,        0,          0,        0,          0,        0,    7.25904,        0
"Line.L18",   2,          0,        0,        0,          0,        0,          0,        0,    7.25904,        0
"Line.L19",   1,    8.65101,    2.884,    1.442,    2.85045,    32.95,    2.37494,    27.45,    7.12481,     60.2
"Line.L19",   2,     8.6517,        0,        0,    2.85066,    32.95,    2.37493,    27.45,    7.12481,     60.2
"Line.L20",   1,          0,        0,        0,          0,        0,          0,        0,    3.60305,        0
"Line.L20",   2,          0,        0,        0,          0,        0,          0,        0,    3.60305,        0
"Line.L21",   1,          0,        0,        0,          0,        0,          0,        0,     3.4491,        0
"Line.L21",   2,          0,        0,        0,          0,        0,          0,        0,     3.4491,        0
"Line.L22",   1,    7.50462,    2.502,    1.251,    3.99014,    53.17,     3.5241,    46.96,    10.5723,     99.9
"Line.L22",   2,    7.50518,        0,        0,    3.99032,    53.17,    3.52409,    46.96,    10.5723,    99.92
"Line.L23",   1,          0,        0,        0,          0,        0,          0,        0,    3.39884,        0
"Line.L23",   2,          0,        0,        0,          0,        0,          0,        0,    3.39884,        0
"Line.L24",   1,     6.3731,    2.124,    1.062,    3.56645,    55.96,    3.20926,    50.36,    9.62778,     99.9
"Line.L24",   2,    6.37372,        0,        0,    3.56661,    55.96,    3.20924,    50.35,    9.62778,    99.92
"Line.L25",   1,          0,        0,        0,          0,        0,          0,        0,    3.66043,        0
"Line.L25",   2,          0,        0,        0,          0,        0,          0,        0,    3.66043,        0
"Line.L26",   1,    3.51447,    1.171,   0.5857,    2.14788,    61.12,    1.98596,    56.51,    5.95788,    103.3
"Line.L26",   2,    3.51493,        0,        0,    2.14796,    61.11,    1.98594,     56.5,    5.95788,    103.3
"Line.L27",   1,          0,        0,        0,          0,        0,          0,        0,    3.99592,        0
"Line.L27",   2,          0,        0,        0,          0,        0,          0,        0,    3.99592,        0
"Line.L28",   1,          0,        0,        0,          0,        0,          0,        0,    3.80917,        0
"Line.L28",   2,          0,        0,        0,          0,        0,          0,        0,    3.80917,        0
"Line.L29",   1,          0,        0,        0,          0,        0,          0,        0,     3.9968,        0
"Line.L29",   2,          0,        0,        0,          0,        0,          0,        0,     3.9968,        0
"Line.L30",   1,    2.31427,   0.7714,   0.3857,    1.23032,    53.16,    1.08701,    46.97,    3.26102,    99.82
"Line.L30",   2,    2.31494,        0,        0,    1.23053,    53.16,      1.087,    46.96,    3.26102,    99.89
"Line.L31",   1,    1.13196,   0.3773,   0.1887,    1.13271,    100.1,    1.13302,    100.1,    3.39907,    199.5
"Line.L31",   2,    1.13269,        0,        0,    1.13296,      100,    1.13307,      100,    3.39907,    199.8
"Line.L32",   1, 0.00105166, 0.0003506, 0.0001753, 0.000165463,    15.73, 3.51719E-005,    3.344, 0.000105516,     11.2
"Line.L32",   2, 7.05601E-012,        0,        0, 3.00573E-012,     42.6, 1.37197E-011,    194.4, 0.000105516,    50.53
"Line.L33",   1,          0,        0,        0,          0,        0,          0,        0,    1.90447,        0
"Line.L33",   2,          0,        0,        0,          0,        0,          0,        0,    1.90447,        0
"Line.L34",   1,          0,        0,        0,          0,        0,          0,        0,    7.77012,        0
"Line.L34",   2,          0,        0,        0,          0,        0,          0,        0,    7.77012,        0
"Line.L35",   1,          0,        0,        0,          0,        0,          0,        0,    2.83489,        0
"Line.L35",   2,          0,        0,        0,          0,        0,          0,        0,    2.83489,        0
"Line.L36",   1,    14647.8,     4883,     2441,    798.601,    5.452,    65.3991,   0.4465,    196.197,    5.061
