Element, Terminal,  I1, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1, Iresidual, %NEMA
"Vsource.SOURCE",   1,    16958.5,        0,        0,     1071.3,    6.317,    136.949,   0.8076,    410.846,    5.314
"Vsource.SOURCE",   2,    16958.5,        0,        0,     1071.3,    6.317,    136.949,   0.8076,    410.846,    5.314
"Transformer.REG1A",   1,    16958.5,     2220,     1628,     1071.3,    6.317,    136.949,   0.8076, 1.5134E-009,    5.314
"Transformer.REG1A",   2,    15416.8,        0,        0,    973.913,    6.317,    124.499,   0.8076, 1.5134E-009,    5.314
"Line.L115",   1,    15416.8,     2569,     2569,    973.913,    6.317,    124.499,   0.8076,    373.496,    5.314
"Line.L115",   2,    15416.8,        0,        0,    973.914,    6.317,    124.499,   0.8076,    373.496,    5.314
"Line.L1",   1,          0,        0,        0,          0,        0,          0,        0,    3.11576,        0
"Line.L1",   2,          0,        0,        0,          0,        0,          0,        0,    3.11576,        0
"Line.L2",   1,          0,        0,        0,          0,        0,          0,        0,    15.5252,        0
"Line.L2",   2,          0,        0,        0,          0,        0,          0,        0,    15.5252,        0
"Line.L3",   1,    15410.2,     2568,     2568,     973.76,    6.319,    124.144,   0.8056,    372.431,    5.327
"Line.L3",   2,    15410.2,        0,        0,    973.761,    6.319,    124.143,   0.8056,    372.431,    5.327
"Line.L4",   1,          0,        0,        0,          0,        0,          0,        0,    6.27691,        0
"Line.L4",   2,          0,        0,        0,          0,        0,          0,        0,    6.27691,        0
"Line.L5",   1,          0,        0,        0,          0,        0,          0,        0,    9.24896,        0
"Line.L5",   2,          0,        0,        0,          0,        0,          0,        0,    9.24896,        0
"Line.L6",   1,          0,        0,        0,          0,        0,          0,        0,    6.14419,        0
"Line.L6",   2,          0,        0,        0,          0,        0,          0,        0,    6.14419,        0
"Line.L7",   1,    15409.4,     2568,     2568,    972.822,    6.313,    125.135,   0.8121,    375.406,    5.317
"Line.L7",   2,    15409.4,        0,        0,    972.822,    6.313,    125.135,   0.8121,    375.406,    5.317
"Line.L8",   1,          0,        0,        0,          0,        0,          0,        0,    2.95615,        0
"Line.L8",   2,          0,        0,        0,          0,        0,          0,        0,    2.95615,        0
"Line.L9",   1,          0,        0,        0,          0,        0,          0,        0,       14.9,        0
"Line.L9",   2,          0,        0,        0,          0,        0,          0,        0,       14.9,        0
"Line.L10",   1,    15404.8,     2567,     2567,    968.936,     6.29,    129.446,   0.8403,    388.337,    5.273
"Line.L10",   2,    15404.8,        0,        0,    968.936,     6.29,    129.446,   0.8403,    388.337,    5.273
"Line.L11",   1,          0,        0,        0,          0,        0,          0,        0,     8.5172,        0
"Line.L11",   2,          0,        0,        0,          0,        0,          0,        0,     8.5172,        0
