Element, Terminal,  I1, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1, Iresidual, %NEMA
"Vsource.SOURCE",   1,      16959,        0,        0,    1071.29,    6.317,    136.945,   0.8075,    410.836,    5.313
"Vsource.SOURCE",   2,      16959,        0,        0,    1071.29,    6.317,    136.945,   0.8075,    410.836,    5.313
"Transformer.REG1A",   1,      16959,     2220,     1628,    1071.29,    6.317,    136.945,   0.8075, 7.80591E-009,    5.313
"Transformer.REG1A",   2,    15417.3,        0,        0,    973.897,    6.317,    124.496,   0.8075, 7.80591E-009,    5.313
"Line.L115",   1,    15417.3,     2570,     2570,    973.897,    6.317,    124.496,   0.8075,    373.487,    5.313
"Line.L115",   2,    15417.3,        0,        0,    973.897,    6.317,    124.496,   0.8075,    373.487,    5.313
"Line.L1",   1,          0,        0,        0,          0,        0,          0,        0,    3.11577,        0
"Line.L1",   2,          0,        0,        0,          0,        0,          0,        0,    3.11577,        0
"Line.L2",   1,          0,        0,        0,          0,        0,          0,        0,    15.5252,        0
"Line.L2",   2,          0,        0,        0,          0,        0,          0,        0,    15.5252,        0
"Line.L3",   1,    15410.6,     2568,     2568,    973.744,    6.319,    124.141,   0.8056,    372.422,    5.327
"Line.L3",   2,    15410.7,        0,        0,    973.744,    6.319,     124.14,   0.8055,    372.422,    5.327
"Line.L4",   1,          0,        0,        0,          0,        0,          0,        0,    6.27694,        0
"Line.L4",   2,          0,        0,        0,          0,        0,          0,        0,    6.27694,        0
"Line.L5",   1,          0,        0,        0,          0,        0,          0,        0,    9.24894,        0
"Line.L5",   2,          0,        0,        0,          0,        0,          0,        0,    9.24894,        0
"Line.L6",   1,          0,        0,        0,          0,        0,          0,        0,    6.14417,        0
"Line.L6",   2,          0,        0,        0,          0,        0,          0,        0,    6.14417,        0
"Line.L7",   1,    15409.9,     2568,     2568,    972.806,    6.313,    125.132,    0.812,    375.397,    5.317
"Line.L7",   2,    15409.9,        0,        0,    972.806,    6.313,    125.132,    0.812,    375.397,    5.317
"Line.L8",   1,          0,        0,        0,          0,        0,          0,        0,    2.95612,        0
"Line.L8",   2,          0,        0,        0,          0,        0,          0,        0,    2.95612,        0
"Line.L9",   1,          0,        0,        0,          0,        0,          0,        0,    14.8998,        0
"Line.L9",   2,          0,        0,        0,          0,        0,          0,        0,    14.8998,        0
"Line.L10",   1,    15405.3,     2568,     2568,    968.919,     6.29,    129.443,   0.8402,    388.328,    5.273
"Line.L10",   2,    15405.3,        0,        0,    968.919,     6.29,    129.443,   0.8402,    388.328,    5.273
"Line.L11",   1,          0,        0,        0,          0,        0,          0,        0,    8.51711,        0
"Line.L11",   2,          0,        0,        0,          0,        0,          0,        0,    8.51711,        0
"Line.L12",   1,          0,        0,        0,          0,        0,          0,        0,    12.5496,        0
"Line.L12",   2,          0,        0,        0,          0,        0,          0,        0,    12.5496,        0
"Line.L13",   1,    15408.3,     5136,     2568,    964.727,    6.261,    132.638,   0.8608,    397.914,    5.265
"Line.L13",   2,    15408.3,        0,        0,    964.727,    6.261,    132.638,   0.8608,    397.914,    5.265
"Line.L14",   1,          0,        0,        0,          0,        0,          0,        0,    5.58699,        0
"Line.L14",   2,          0,        0,        0,          0,        0,          0,        0,    5.58699,        0
"Line.L15",   1,          0,        0,        0,          0,        0,          0,        0,    2.93118,        0
"Line.L15",   2,          0,        0,        0,          0,        0,          0,        0,    2.93118,        0
"Line.L16",   1,          0,        0,        0,          0,        0,          0,        0,     5.1731,        0
"Line.L16",   2,          0,        0,        0,          0,        0,          0,        0,     5.1731,        0
"Line.L17",   1,          0,        0,        0,          0,        0,          0,        0,    2.58639,        0
"Line.L17",   2,          0,        0,        0,          0,        0,          0,        0,    2.58639,        0
"Line.L18",   1,          0,        0,        0,          0,        0,          0,        0,    6.25502,        0
"Line.L18",   2,          0,        0,        0,          0,        0,          0,        0,    6.25502,        0
"Line.L19",   1,    15388.1,     5129,     2565,    963.154,    6.259,    134.902,   0.8767,    404.706,    5.253
"Line.L19",   2,    15388.1,        0,        0,    963.154,    6.259,    134.902,   0.8767,    404.706,    5.253
"Line.L20",   1,          0,        0,        0,          0,        0,          0,        0,    3.12617,        0
"Line.L20",   2,          0,        0,        0,          0,        0,          0,        0,    3.12617,        0
"Line.L21",   1,          0,        0,        0,          0,        0,          0,        0,    2.86378,        0
"Line.L21",   2,          0,        0,        0,          0,        0,          0,        0,    2.86378,        0
"Line.L22",   1,    15387.4,     5129,     2565,    963.881,    6.264,    134.294,   0.8728,    402.883,    5.257
"Line.L22",   2,    15387.4,        0,        0,    963.881,    6.264,    134.294,   0.8728,    402.883,    5.257
"Line.L23",   1,          0,        0,        0,          0,        0,          0,        0,    2.34939,        0
"Line.L23",   2,          0,        0,        0,          0,        0,          0,        0,    2.34939,        0
"Line.L24",   1,    15386.7,     5129,     2564,     964.07,    6.266,    134.067,   0.8713,    402.201,    5.262
"Line.L24",   2,    15386.7,        0,        0,     964.07,    6.266,    134.067,   0.8713,    402.201,    5.262
"Line.L25",   1,          0,        0,        0,          0,        0,          0,        0,    2.17872,        0
"Line.L25",   2,          0,        0,        0,          0,        0,          0,        0,    2.17872,        0
"Line.L26",   1,    15385.6,     5129,     2564,      963.6,    6.263,    134.553,   0.8745,    403.659,     5.26
"Line.L26",   2,    15385.6,        0,        0,      963.6,    6.263,    134.553,   0.8745,    403.659,     5.26
"Line.L27",   1,          0,        0,        0,          0,        0,          0,        0,    1.92394,        0
"Line.L27",   2,          0,        0,        0,          0,        0,          0,        0,    1.92394,        0
"Line.L28",   1,          0,        0,        0,          0,        0,          0,        0,    2.04805,        0
"Line.L28",   2,          0,        0,        0,          0,        0,          0,        0,    2.04805,        0
"Line.L29",   1,          0,        0,        0,          0,        0,          0,        0,    1.92448,        0
"Line.L29",   2,          0,        0,        0,          0,        0,          0,        0,    1.92448,        0
"Line.L30",   1,    15385.2,     5128,     2564,    963.163,     6.26,    135.022,   0.8776,    405.065,    5.255
"Line.L30",   2,    15385.2,        0,        0,    963.163,     6.26,    135.022,   0.8776,    405.065,    5.255
"Line.L31",   1,      15385,     5128,     2564,     962.88,    6.259,    135.325,   0.8796,    405.975,    5.252
"Line.L31",   2,      15385,        0,        0,     962.88,    6.259,    135.325,   0.8796,    405.975,    5.252
"Line.L32",   1,    15384.9,     5128,     2564,    962.909,    6.259,    135.292,   0.8794,    405.875,    5.253
"Line.L32",   2,    15384.9,        0,        0,    962.909,    6.259,    135.292,   0.8794,    405.875,    5.253
"Line.L33",   1,          0,        0,        0,          0,        0,          0,        0,    1.02397,        0
"Line.L33",   2,          0,        0,        0,          0,        0,          0,        0,    1.02397,        0
"Line.L34",   1,          0,        0,        0,          0,        0,          0,        0,    7.75928,        0
"Line.L34",   2,          0,        0,        0,          0,        0,          0,        0,    7.75928,        0
"Line.L35",   1,          0,        0,        0,          0,        0,          0,        0,    3.16097,        0
"Line.L35",   2,          0,        0,        0,          0,        0,          0,        0,    3.16097,        0
"Line.L36",   1,    18.5834,    6.194,    3.097,    1.24882,     6.72,   0.125061,    0.673,   0.375182,    7.081
"Line.L36",   2,    18.5841,        0,        0,    1.24892,     6.72,    0.12502,   0.6727,   0.375182,    7.081
"Line.L37",   1,          0,        0,        0,          0,        0,          0,        0,    3.12334,        0
"Line.L37",   2,          0,        0,        0,          0,        0,          0,        0,    3.12334,        0
"Line.L38",   1,          0,        0,        0,          0,        0,          0,        0,    3.45965,        0
"Line.L38",   2,          0,        0,        0,          0,        0,          0,        0,    3.45965,        0
"Line.L39",   1,          0,        0,        0,          0,        0,          0,        0,    1.73859,        0
"Line.L39",   2,          0,        0,        0,          0,        0,          0,        0,    1.73859,        0
"Line.L40",   1,          0,        0,        0,          0,        0,          0,        0,    1.68703,        0
"Line.L40",   2,          0,        0,        0,          0,        0,          0,        0,    1.68703,        0
"Line.L41",   1,    18.0225,    6.007,    3.004,    1.70721,    9.473,   0.619924,     3.44,    1.85977,    11.37
"Line.L41",   2,    18.0232,        0,        0,    1.70735,    9.473,   0.619907,     3.44,    1.85977,    11.37
"Line.L42",   1,          0,        0,        0,          0,        0,          0,        0,    3.40747,        0
"Line.L42",   2,          0,        0,        0,          0,        0,          0,        0,    3.40747,        0
"Line.L43",   1,    16.3821,    5.461,     2.73,   0.713642,    4.356,   0.419669,    2.562,    1.25901,    2.496
"Line.L43",   2,    16.3827,        0,        0,   0.713767,    4.357,     0.4197,    2.562,    1.25901,    2.497
"Line.L44",   1,          0,        0,        0,          0,        0,          0,        0,     3.1249,        0
"Line.L44",   2,          0,        0,        0,          0,        0,          0,        0,     3.1249,        0
"Line.L45",   1,    15.3587,     5.12,     2.56,    1.08204,    7.045,   0.881595,     5.74,    2.64478,    11.74
"Line.L45",   2,    15.3594,        0,        0,    1.08199,    7.044,   0.881574,     5.74,    2.64478,    11.74
"Line.L46",   1,          0,        0,        0,          0,        0,          0,        0,    1.56284,        0
"Line.L46",   2,          0,        0,        0,          0,        0,          0,        0,    1.56284,        0
"Line.L47",   1,    6.31225,    2.104,    1.052,   0.348371,    5.519,   0.124055,    1.965,   0.372165,    4.938
"Line.L47",   2,    6.31262,        0,        0,   0.348578,    5.522,    0.12399,    1.964,   0.372165,    4.941
"Line.L48",   1,    5.87757,    1.959,   0.9796,    0.56897,     9.68,   0.794572,    13.52,    2.38372,    22.55
"Line.L48",   2,    5.87815,        0,        0,   0.569308,    9.685,   0.794603,    13.52,    2.38372,    22.55
