Element, Terminal,  I1, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1, Iresidual, %NEMA
"Vsource.SOURCE",   1,    16988.7,        0,        0,    1068.51,     6.29,    137.089,   0.8069,    411.267,     5.29
"Vsource.SOURCE",   2,    16988.7,        0,        0,    1068.51,     6.29,    137.089,   0.8069,    411.267,     5.29
"Transformer.REG1A",   1,    16988.7,     2224,     1631,    1068.51,     6.29,    137.089,   0.8069, 1.04774E-009,     5.29
"Transformer.REG1A",   2,    15444.2,        0,        0,    971.373,     6.29,    124.626,   0.8069, 1.04774E-009,     5.29
"Line.L115",   1,    15444.2,     2574,     2574,    971.373,     6.29,    124.626,   0.8069,    373.879,     5.29
"Line.L115",   2,    15444.2,        0,        0,    971.373,     6.29,    124.626,   0.8069,    373.879,     5.29
"Line.L1",   1,          0,        0,        0,          0,        0,          0,        0,    3.11631,        0
"Line.L1",   2,          0,        0,        0,          0,        0,          0,        0,    3.11631,        0
"Line.L2",   1,          0,        0,        0,          0,        0,          0,        0,    15.5252,        0
"Line.L2",   2,          0,        0,        0,          0,        0,          0,        0,    15.5252,        0
"Line.L3",   1,    15437.6,     2573,     2573,    971.221,    6.291,    124.264,   0.8049,    372.793,    5.304
"Line.L3",   2,    15437.6,        0,        0,    971.222,    6.291,    124.264,   0.8049,    372.793,    5.304
"Line.L4",   1,          0,        0,        0,          0,        0,          0,        0,    6.27821,        0
"Line.L4",   2,          0,        0,        0,          0,        0,          0,        0,    6.27821,        0
"Line.L5",   1,          0,        0,        0,          0,        0,          0,        0,    9.24769,        0
"Line.L5",   2,          0,        0,        0,          0,        0,          0,        0,    9.24769,        0
"Line.L6",   1,          0,        0,        0,          0,        0,          0,        0,    6.14293,        0
"Line.L6",   2,          0,        0,        0,          0,        0,          0,        0,    6.14293,        0
"Line.L7",   1,    15436.8,     2573,     2573,    970.283,    6.286,    125.256,   0.8114,    375.768,    5.294
"Line.L7",   2,    15436.8,        0,        0,    970.284,    6.286,    125.256,   0.8114,    375.768,    5.294
"Line.L8",   1,          0,        0,        0,          0,        0,          0,        0,    2.95462,        0
"Line.L8",   2,          0,        0,        0,          0,        0,          0,        0,    2.95462,        0
"Line.L9",   1,          0,        0,        0,          0,        0,          0,        0,    14.8898,        0
"Line.L9",   2,          0,        0,        0,          0,        0,          0,        0,    14.8898,        0
"Line.L10",   1,    15432.2,     2572,     2572,    966.398,    6.262,    129.565,   0.8396,    388.696,     5.25
"Line.L10",   2,    15432.2,        0,        0,    966.398,    6.262,    129.565,   0.8396,    388.696,     5.25
"Line.L11",   1,          0,        0,        0,          0,        0,          0,        0,    8.51161,        0
"Line.L11",   2,          0,        0,        0,          0,        0,          0,        0,    8.51161,        0
"Line.L12",   1,          0,        0,        0,          0,        0,          0,        0,    12.5396,        0
"Line.L12",   2,          0,        0,        0,          0,        0,          0,        0,    12.5396,        0
"Line.L13",   1,    15352.9,     5118,     2559,    962.269,    6.268,    132.714,   0.8644,    398.141,    5.252
"Line.L13",   2,    15352.9,        0,        0,    962.269,    6.268,    132.714,   0.8644,    398.141,    5.252
"Line.L14",   1,          0,        0,        0,          0,        0,          0,        0,    5.58345,        0
"Line.L14",   2,          0,        0,        0,          0,        0,          0,        0,    5.58345,        0
