Element, Terminal,  I1, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1, Iresidual, %NEMA
"Vsource.SOURCE",   1,    16957.4,        0,        0,    1071.26,    6.317,    136.961,   0.8077,    410.882,    5.314
"Vsource.SOURCE",   2,    16957.4,        0,        0,    1071.26,    6.317,    136.961,   0.8077,    410.882,    5.314
"Transformer.REG1A",   1,    16957.4,     2220,     1628,    1071.26,    6.317,    136.961,   0.8077, 7.77198E-009,    5.314
"Transformer.REG1A",   2,    15415.8,        0,        0,    973.875,    6.317,     124.51,   0.8077, 7.77198E-009,    5.314
"Line.L115",   1,    15415.8,     2569,     2569,    973.875,    6.317,     124.51,   0.8077,    373.529,    5.314
"Line.L115",   2,    15415.8,        0,        0,    973.876,    6.317,     124.51,   0.8077,    373.529,    5.314
"Line.L1",   1,          0,        0,        0,          0,        0,          0,        0,    3.11574,        0
"Line.L1",   2,          0,        0,        0,          0,        0,          0,        0,    3.11574,        0
"Line.L2",   1,          0,        0,        0,          0,        0,          0,        0,    15.5252,        0
"Line.L2",   2,          0,        0,        0,          0,        0,          0,        0,    15.5252,        0
"Line.L3",   1,    15409.2,     2568,     2568,    973.722,    6.319,    124.155,   0.8057,    372.464,    5.327
"Line.L3",   2,    15409.2,        0,        0,    973.722,    6.319,    124.155,   0.8057,    372.464,    5.327
"Line.L4",   1,          0,        0,        0,          0,        0,          0,        0,    6.27686,        0
"Line.L4",   2,          0,        0,        0,          0,        0,          0,        0,    6.27686,        0
"Line.L5",   1,          0,        0,        0,          0,        0,          0,        0,    9.24901,        0
"Line.L5",   2,          0,        0,        0,          0,        0,          0,        0,    9.24901,        0
"Line.L6",   1,          0,        0,        0,          0,        0,          0,        0,    6.14424,        0
"Line.L6",   2,          0,        0,        0,          0,        0,          0,        0,    6.14424,        0
"Line.L7",   1,    15408.4,     2568,     2568,    972.784,    6.313,    125.146,   0.8122,    375.439,    5.317
"Line.L7",   2,    15408.4,        0,        0,    972.784,    6.313,    125.146,   0.8122,    375.439,    5.317
"Line.L8",   1,          0,        0,        0,          0,        0,          0,        0,     2.9562,        0
