Element, Terminal,  I1, %Normal, %Emergency, I2, %I2/I1, I0, %I0/I1, Iresidual, %NEMA
"Vsource.SOURCE",   1,      16958,        0,        0,    1071.24,    6.317,    136.959,   0.8076,    410.876,    5.313
"Vsource.SOURCE",   2,      16958,        0,        0,    1071.24,    6.317,    136.959,   0.8076,    410.876,    5.313
"Transformer.REG1A",   1,      16958,     2220,     1628,    1071.24,    6.317,    136.959,   0.8076, 7.54098E-009,    5.313
"Transformer.REG1A",   2,    15416.4,        0,        0,    973.857,    6.317,    124.508,   0.8076, 7.54098E-009,    5.313
"Line.L115",   1,    15416.4,     2569,     2569,    973.857,    6.317,    124.508,   0.8076,    373.524,    5.313
"Line.L115",   2,    15416.4,        0,        0,    973.857,    6.317,    124.508,   0.8076,    373.524,    5.313
"Line.L1",   1,          0,        0,        0,          0,        0,          0,        0,    3.11575,        0
"Line.L1",   2,          0,        0,        0,          0,        0,          0,        0,    3.11575,        0
"Line.L2",   1,          0,        0,        0,          0,        0,          0,        0,    15.5252,        0
"Line.L2",   2,          0,        0,        0,          0,        0,          0,        0,    15.5252,        0
"Line.L3",   1,    15409.8,     2568,     2568,    973.704,    6.319,    124.153,   0.8057,    372.458,    5.327
"Line.L3",   2,    15409.8,        0,        0,    973.704,    6.319,    124.153,   0.8057,    372.458,    5.327
"Line.L4",   1,          0,        0,        0,          0,        0,          0,        0,    6.27689,        0
"Line.L4",   2,          0,        0,        0,          0,        0,          0,        0,    6.27689,        0
"Line.L5",   1,          0,        0,        0,          0,        0,          0,        0,    9.24898,        0
"Line.L5",   2,          0,        0,        0,          0,        0,          0,        0,    9.24898,        0
"Line.L6",   1,          0,        0,        0,          0,        0,          0,        0,    6.14422,        0
"Line.L6",   2,          0,        0,        0,          0,        0,          0,        0,    6.14422,        0
"Line.L7",   1,      15409,     2568,     2568,    972.766,    6.313,    125.144,   0.8122,    375.433,    5.317
"Line.L7",   2,      15409,        0,        0,    972.766,    6.313,    125.144,   0.8122,    375.433,    5.317
"Line.L8",   1,          0,        0,        0,          0,        0,          0,        0,    2.95617,        0
"Line.L8",   2,          0,        0,        0,          0,        0,          0,        0,    2.95617,        0
"Line.L9",   1,          0,        0,        0,          0,        0,          0,        0,    14.9001,        0
"Line.L9",   2,          0,        0,        0,          0,        0,          0,        0,    14.9001,        0
"Line.L10",   1,    15404.4,     2567,     2567,    968.879,     6.29,    129.455,   0.8404,    388.365,    5.273
"Line.L10",   2,    15404.4,        0,        0,    968.879,     6.29,    129.455,   0.8404,    388.365,    5.273
"Line.L11",   1,          0,        0,        0,          0,        0,          0,        0,    8.51726,        0
"Line.L11",   2,          0,        0,        0,          0,        0,          0,        0,    8.51726,        0
"Line.L12",   1,          0,        0,        0,          0,        0,          0,        0,    12.5499,        0
"Line.L12",   2,          0,        0,        0,          0,        0,          0,        0,    12.5499,        0
"Line.L13",   1,    15408.7,     5136,     2568,    964.724,    6.261,    132.644,   0.8608,    397.932,    5.265
"Line.L13",   2,    15408.7,        0,        0,    964.724,    6.261,    132.644,   0.8608,    397.932,    5.265
"Line.L14",   1,          0,        0,        0,          0,        0,          0,        0,    5.58708,        0
"Line.L14",   2,          0,        0,        0,          0,        0,          0,        0,    5.58708,        0
"Line.L15",   1,          0,        0,        0,          0,        0,          0,        0,    2.93123,        0
"Line.L15",   2,          0,        0,        0,          0,        0,          0,        0,    2.93123,        0
"Line.L16",   1,          0,        0,        0,          0,        0,          0,        0,    5.17327,        0
"Line.L16",   2,          0,        0,        0,          0,        0,          0,        0,    5.17327,        0
"Line.L17",   1,          0,        0,        0,          0,        0,          0,        0,    2.58648,        0
"Line.L17",   2,          0,        0,        0,          0,        0,          0,        0,    2.58648,        0
"Line.L18",   1,          0,        0,        0,          0,        0,          0,        0,    6.25521,        0
"Line.L18",   2,          0,        0,        0,          0,        0,          0,        0,    6.25521,        0
"Line.L19",   1,    15388.5,     5130,     2565,    963.151,    6.259,    134.908,   0.8767,    404.723,    5.252
"Line.L19",   2,    15388.5,        0,        0,    963.151,    6.259,    134.908,   0.8767,    404.723,    5.252
"Line.L20",   1,          0,        0,        0,          0,        0,          0,        0,    3.12626,        0
"Line.L20",   2,          0,        0,        0,          0,        0,          0,        0,    3.12626,        0
"Line.L21",   1,          0,        0,        0,          0,        0,          0,        0,    2.86384,        0
"Line.L21",   2,          0,        0,        0,          0,        0,          0,        0,    2.86384,        0
"Line.L22",   1,    15387.8,     5129,     2565,    963.878,    6.264,      134.3,   0.8728,      402.9,    5.257
"Line.L22",   2,    15387.8,        0,        0,    963.878,    6.264,      134.3,   0.8728,      402.9,    5.257
"Line.L23",   1,          0,        0,        0,          0,        0,          0,        0,    2.34945,        0
"Line.L23",   2,          0,        0,        0,          0,        0,          0,        0,    2.34945,        0
"Line.L24",   1,    15387.1,     5129,     2565,    964.067,    6.265,    134.073,   0.8713,    402.218,    5.262
"Line.L24",   2,    15387.1,        0,        0,    964.067,    6.265,    134.073,   0.8713,    402.218,    5.262
"Line.L25",   1,          0,        0,        0,          0,        0,          0,        0,    2.17876,        0
"Line.L25",   2,          0,        0,        0,          0,        0,          0,        0,    2.17876,        0
"Line.L26",   1,      15386,     5129,     2564,    963.596,    6.263,    134.559,   0.8746,    403.676,     5.26
"Line.L26",   2,      15386,        0,        0,    963.596,    6.263,    134.559,   0.8746,    403.676,     5.26
"Line.L27",   1,          0,        0,        0,          0,        0,          0,        0,    1.92399,        0
"Line.L27",   2,          0,        0,        0,          0,        0,          0,        0,    1.92399,        0
"Line.L28",   1,          0,        0,        0,          0,        0,          0,        0,    2.04811,        0
"Line.L28",   2,          0,        0,        0,          0,        0,          0,        0,    2.04811,        0
"Line.L29",   1,          0,        0,        0,          0,        0,          0,        0,    1.92453,        0
"Line.L29",   2,          0,        0,        0,          0,        0,          0,        0,    1.92453,        0
"Line.L30",   1,    15385.6,     5129,     2564,     963.16,     6.26,    135.027,   0.8776,    405.082,    5.255
"Line.L30",   2,    15385.6,        0,        0,     963.16,     6.26,    135.027,   0.8776,    405.082,    5.255
"Line.L31",   1,    15385.4,     5128,     2564,    962.877,    6.258,    135.331,   0.8796,    405.992,    5.252
"Line.L31",   2,    15385.4,        0,        0,    962.877,    6.258,    135.331,   0.8796,    405.992,    5.252
"Line.L32",   1,    15385.3,     5128,     2564,    962.906,    6.259,    135.298,   0.8794,    405.893,    5.253
"Line.L32",   2,    15385.3,        0,        0,    962.906,    6.259,    135.298,   0.8794,    405.893,    5.253
"Line.L33",   1,          0,        0,        0,          0,        0,          0,        0,      1.024,        0
"Line.L33",   2,          0,        0,        0,          0,        0,          0,        0,      1.024,        0
"Line.L34",   1,          0,        0,        0,          0,        0,          0,        0,    7.75954,        0
"Line.L34",   2,          0,        0,        0,          0,        0,          0,        0,    7.75954,        0
"Line.L35",   1,          0,        0,        0,          0,        0,          0,        0,    3.16108,        0
"Line.L35",   2,          0,        0,        0,          0,        0,          0,        0,    3.16108,        0
"Line.L36",   1,    18.5839,    6.195,    3.097,    1.24876,     6.72,   0.125071,    0.673,   0.375212,    7.081
"Line.L36",   2,    18.5846,        0,        0,    1.24886,     6.72,    0.12503,   0.6728,   0.375212,    7.081
"Line.L37",   1,          0,        0,        0,          0,        0,          0,        0,    3.12342,        0
"Line.L37",   2,          0,        0,        0,          0,        0,          0,        0,    3.12342,        0
"Line.L38",   1,          0,        0,        0,          0,        0,          0,        0,    3.45974,        0
"Line.L38",   2,          0,        0,        0,          0,        0,          0,        0,    3.45974,        0
"Line.L39",   1,          0,        0,        0,          0,        0,          0,        0,    1.73864,        0
"Line.L39",   2,          0,        0,        0,          0,        0,          0,        0,    1.73864,        0
"Line.L40",   1,          0,        0,        0,          0,        0,          0,        0,    1.68709,        0
"Line.L40",   2,          0,        0,        0,          0,        0,          0,        0,    1.68709,        0
"Line.L41",   1,     18.023,    6.008,    3.004,    1.70716,    9.472,   0.619964,     3.44,    1.85989,    11.37
"Line.L41",   2,    18.0237,        0,        0,     1.7073,    9.473,   0.619948,     3.44,    1.85989,    11.37
"Line.L42",   1,          0,        0,        0,          0,        0,          0,        0,    3.40754,        0
"Line.L42",   2,          0,        0,        0,          0,        0,          0,        0,    3.40754,        0
"Line.L43",   1,    16.3826,    5.461,     2.73,   0.713576,    4.356,   0.419666,    2.562,      1.259,    2.496
"Line.L43",   2,    16.3831,        0,        0,   0.713701,    4.356,   0.419697,    2.562,      1.259,    2.496
"Line.L44",   1,          0,        0,        0,          0,        0,          0,        0,    3.12499,        0
"Line.L44",   2,          0,        0,        0,          0,        0,          0,        0,    3.12499,        0
"Line.L45",   1,    15.3591,     5.12,     2.56,    1.08203,    7.045,   0.881612,     5.74,    2.64484,    11.74
"Line.L45",   2,    15.3599,        0,        0,    1.08199,    7.044,   0.881591,     5.74,    2.64484,    11.74
"Line.L46",   1,          0,        0,        0,          0,        0,          0,        0,    1.56289,        0
"Line.L46",   2,          0,        0,        0,          0,        0,          0,        0,    1.56289,        0
"Line.L47",   1,    6.31241,    2.104,    1.052,   0.348361,    5.519,    0.12405,    1.965,   0.372151,    4.938
"Line.L47",   2,    6.31279,        0,        0,   0.348569,    5.522,   0.123986,    1.964,   0.372151,    4.941
"Line.L48",   1,    5.87775,    1.959,   0.9796,   0.568978,     9.68,   0.794593,    13.52,    2.38378,    22.55
"Line.L48",   2,    5.87833,        0,        0,   0.569316,    9.685,   0.794625,    13.52,    2.38378,    22.55
"Line.L49",   1,    1.64136,   0.5471,   0.2736,   0.917032,    55.87,     1.0341,       63,     3.1023,    104.8
"Line.L49",   2,    1.64187,        0,        0,   0.916836,    55.84,    1.03398,    62.98,     3.1023,    104.8
"Line.L50",   1,     0.5198,   0.1733,  0.08663,   0.521827,    100.4,   0.521237,    100.3,    1.56371,    198.5
"Line.L50",   2,    0.52022,        0,        0,   0.521574,    100.3,    0.52118,    100.2,    1.56371,      199
"Line.L51",   1,  0.0022179, 0.0007393, 0.0003697, 0.000697109,    31.43, 0.000258992,    11.68, 0.000776977,    21.44
"Line.L51",   2, 5.50529E-008,        0,        0, 2.87044E-008,    52.14, 2.97521E-008,    54.04, 0.000776977,    105.8
"Line.L52",   1,    166.623,    41.66,    27.77,    5.38715,    3.233,    2.81689,    1.691,    8.45067,    4.327
"Line.L52",   2,    166.624,        0,        0,    5.38738,    3.233,    2.81693,    1.691,    8.45067,    4.327
"Line.L53",   1,    167.739,    41.93,    27.96,    3.97693,    2.371,    1.25023,   0.7453,    3.75068,    2.992
"Line.L53",   2,    167.739,        0,        0,    3.97707,    2.371,    1.25026,   0.7454,    3.75068,    2.992
"Line.L54",   1,    1.63627,   0.5454,   0.2727,   0.862303,     52.7,   0.792236,    48.42,    2.37671,    99.78
"Line.L54",   2,    1.63712,        0,        0,   0.862571,    52.69,   0.792218,    48.39,    2.37671,    99.89
"Line.L55",   1,    168.853,    56.28,    28.14,    3.28291,    1.944,    1.47781,   0.8752,    4.43342,      2.7
"Line.L55",   2,    168.854,        0,        0,    3.28288,    1.944,    1.47779,   0.8752,    4.43342,    2.701
"Line.L56",   1,   0.886724,   0.2956,   0.1478,   0.887562,    100.1,   0.887671,    100.1,    2.66301,    199.6
"Line.L56",   2,    0.88761,        0,        0,    0.88761,      100,    0.88761,      100,    2.66301,      200
"Line.L57",   1,          0,        0,        0,          0,        0,          0,        0,    5.22013,        0
"Line.L57",   2,          0,        0,        0,          0,        0,          0,        0,    5.22013,        0
"Line.L58",   1,    170.017,    56.67,    28.34,    3.75565,    2.209,    3.21458,    1.891,    9.64374,    3.368
"Line.L58",   2,    170.019,        0,        0,    3.75523,    2.209,    3.21454,    1.891,    9.64374,    3.368
"Line.L59",   1,          0,        0,        0,          0,        0,          0,        0,     2.6629,        0
"Line.L59",   2,          0,        0,        0,          0,        0,          0,        0,     2.6629,        0
"Line.L60",   1, 0.00394324, 0.001314, 0.0006572, 0.000457761,    11.61, 0.000122525,    3.107, 0.000367574,     8.99
"Line.L60",   2, 3.5232E-006,        0,        0, 2.78166E-007,    7.895, 1.29471E-007,    3.675, 0.000367574,    4.645
"Line.L61",   1,     15.427,    5.142,    2.571,    3.35363,    21.74,       2.61,    16.92,       7.83,    36.29
"Line.L61",   2,    15.4357,        0,        0,     3.3528,    21.72,    2.60995,    16.91,       7.83,    36.26
"Line.L62",   1,    13.8397,    4.613,    2.307,    1.80196,    13.02,    1.39597,    10.09,    4.18792,     19.6
"Line.L62",   2,    13.8458,        0,        0,    1.80143,    13.01,    1.39582,    10.08,    4.18792,    19.59
"Line.L63",   1,    12.2492,    4.083,    2.042,    3.25485,    26.57,    2.99723,    24.47,    8.99169,    47.06
"Line.L63",   2,    12.2617,        0,        0,    3.25409,    26.54,     2.9969,    24.44,    8.99169,    46.97
"Line.L64",   1,    9.12894,    3.043,    1.521,    4.10871,    45.01,    3.18685,    34.91,    9.56055,    77.16
"Line.L64",   2,    9.14511,        0,        0,    4.10707,    44.91,    3.18701,    34.85,    9.56055,    76.97
"Line.L65",   1,    3.17642,    1.059,   0.5294,    3.18832,    100.4,    3.18701,    100.3,    9.56103,    198.6
"Line.L65",   2,    3.18713,        0,        0,    3.18713,      100,    3.18713,      100,    9.56103,      200
"Line.L66",   1,          0,        0,        0,          0,        0,          0,        0,    16.1271,        0
"Line.L66",   2,          0,        0,        0,          0,        0,          0,        0,    16.1271,        0
"Line.L67",   1,    40.5353,    13.51,    6.756,    2.63346,    6.497,    4.62074,     11.4,    13.8622,    16.04
"Line.L67",   2,    40.5363,        0,        0,    2.63378,    6.497,    4.62072,     11.4,    13.8622,    16.04
"Line.L68",   1,    199.858,    66.62,    33.31,    1.27869,   0.6398,    2.28334,    1.142,    6.85003,    1.686
"Line.L68",   2,    199.858,        0,        0,    1.27854,   0.6397,    2.28334,    1.142,    6.85003,    1.686
"Line.L69",   1,          0,        0,        0,          0,        0,          0,        0,    13.4384,        0
"Line.L69",   2,          0,        0,        0,          0,        0,          0,        0,    13.4384,        0
"Line.L70",   1,          0,        0,        0,          0,        0,          0,        0,    8.06211,        0
"Line.L70",   2,          0,        0,        0,          0,        0,          0,        0,    8.06211,        0
"Line.L71",   1,          0,        0,        0,          0,        0,          0,        0,    5.37484,        0
"Line.L71",   2,          0,        0,        0,          0,        0,          0,        0,    5.37484,        0
"Line.L72",   1,          0,        0,        0,          0,        0,          0,        0,    16.7815,        0
"Line.L72",   2,          0,        0,        0,          0,        0,          0,        0,    16.7815,        0
"Line.L73",   1,    34.9501,    11.65,    5.825,    6.64074,       19,    5.79289,    16.57,    17.3787,     30.9
"Line.L73",   2,    34.9508,        0,        0,    6.64091,       19,    5.79291,    16.57,    17.3787,     30.9
"Line.L74",   1,          0,        0,        0,          0,        0,          0,        0,    11.0221,        0
"Line.L74",   2,          0,        0,        0,          0,        0,          0,        0,    11.0221,        0
"Line.L75",   1,          0,        0,        0,          0,        0,          0,        0,    5.75692,        0
"Line.L75",   2,          0,        0,        0,          0,        0,          0,        0,    5.75692,        0
"Line.L76",   1,     11.219,     3.74,     1.87,   0.774212,    6.901,   0.305596,    2.724,   0.916788,    8.035
"Line.L76",   2,    11.2204,        0,        0,   0.774445,    6.902,   0.305643,    2.724,   0.916788,    8.039
"Line.L77",   1,    11.7039,    3.901,    1.951,    4.38275,    37.45,     5.8835,    50.27,    17.6505,    64.42
"Line.L77",   2,    11.7055,        0,        0,    4.38333,    37.45,    5.88356,    50.26,    17.6505,    64.45
"Line.L78",   1,    9.24255,    3.081,     1.54,    1.35025,    14.61,    2.03916,    22.06,    6.11747,    35.95
"Line.L78",   2,     9.2429,        0,        0,    1.35023,    14.61,    2.03915,    22.06,    6.11747,    35.95
"Line.L79",   1,    1.65107,   0.5504,   0.2752,    1.65192,    100.1,    1.65179,      100,    4.95538,    199.8
"Line.L79",   2,    1.65176,        0,        0,    1.65176,      100,    1.65176,      100,    4.95538,      200
"Line.L80",   1,    7.59517,    2.532,    1.266,    1.92064,    25.29,    2.02755,     26.7,    6.08266,    51.34
"Line.L80",   2,    7.59687,        0,        0,    1.92089,    25.29,    2.02759,    26.69,    6.08266,    51.33
"Line.L81",   1,    5.61961,    1.873,   0.9366,     3.1237,    55.59,    3.52866,    62.79,     10.586,    104.4
"Line.L81",   2,    5.62025,        0,        0,    3.12372,    55.58,    3.52866,    62.78,     10.586,    104.4
"Line.L82",   1,     2.7466,   0.9155,   0.4578,    1.44486,    52.61,    1.66218,    60.52,    4.98655,    99.86
"Line.L82",   2,    2.74744,        0,        0,    1.44471,    52.58,    1.66216,     60.5,    4.98655,    99.93
"Line.L83",   1,          0,        0,        0,          0,        0,          0,        0,    8.63275,        0
"Line.L83",   2,          0,        0,        0,          0,        0,          0,        0,    8.63275,        0
"Line.L84",   1,    0.95893,   0.3196,   0.1598,   0.959789,    100.1,   0.959882,    100.1,    2.87964,    199.6
"Line.L84",   2,   0.959899,        0,        0,   0.959899,      100,   0.959899,      100,    2.87964,      200
"Line.L85",   1,          0,        0,        0,          0,        0,          0,        0,    5.75552,        0
"Line.L85",   2,          0,        0,        0,          0,        0,          0,        0,    5.75552,        0
"Line.L86",   1,    10.7308,    3.577,    1.788,    3.73419,     34.8,    4.91842,    45.83,    14.7553,    52.76
"Line.L86",   2,    10.7318,        0,        0,    3.73403,    34.79,    4.91843,    45.83,    14.7553,    52.77
"Line.L87",   1,          0,        0,        0,          0,        0,          0,        0,    5.37509,        0
"Line.L87",   2,          0,        0,        0,          0,        0,          0,        0,    5.37509,        0
"Line.L88",   1,    7.03077,    2.344,    1.172,    1.76083,    25.04,    3.79014,    53.91,    11.3704,    50.51
"Line.L88",   2,    7.03119,        0,        0,    1.76074,    25.04,    3.79016,     53.9,    11.3704,    50.52
"Line.L89",   1,          0,        0,        0,          0,        0,          0,        0,       5.66,        0
"Line.L89",   2,          0,        0,        0,          0,        0,          0,        0,       5.66,        0
"Line.L90",   1,    5.22825,    0.174,   0.8714,    1.68801,    32.29,    1.91838,    36.69,    5.75515,    7.537
